Sanger_Sample_ID,Pool,Original_well,Tag1,Tag2,Run,Lane,Tag,Replicate,Source_sample,Species,Conc_ng_ul,Note
mxPCR8432671,4,H2,16,4,31658,1,166,4_0d8,4_0d8,Anopheles_stephensi,0.968,"stephensi (0 hours after feeding) 1st lysis, 0.968ng/ul"
mxPCR8432672,4,A3,17,4,31658,1,167,4_1d1,4_1d1,Anopheles_stephensi,1.541,"stephensi (24 hours after feeding) 1st lysis, 1.541ng/ul"
mxPCR8432673,4,B3,18,4,31658,1,168,4_1d2,4_1d2,Anopheles_stephensi,1.396,"stephensi (24 hours after feeding) 1st lysis, 1.396ng/ul"
mxPCR8432674,4,C3,19,4,31658,1,169,4_1d3,4_1d3,Anopheles_stephensi,1.484,"stephensi (24 hours after feeding) 1st lysis, 1.484ng/ul"
mxPCR8432675,4,D3,20,4,31658,1,170,4_1d4,4_1d4,Anopheles_stephensi,1.574,"stephensi (24 hours after feeding) 1st lysis, 1.574ng/ul"
mxPCR8432676,4,E3,21,4,31658,1,171,4_1d5,4_1d5,Anopheles_stephensi,1.348,"stephensi (24 hours after feeding) 1st lysis, 1.348ng/ul"
mxPCR8432677,4,F3,22,4,31658,1,172,4_1d6,4_1d6,Anopheles_stephensi,1.565,"stephensi (24 hours after feeding) 1st lysis, 1.565ng/ul"
mxPCR8432678,4,G3,23,4,31658,1,173,4_1d7,4_1d7,Anopheles_stephensi,1.47,"stephensi (24 hours after feeding) 1st lysis, 1.47ng/ul"
mxPCR8432679,4,H3,24,4,31658,1,174,4_1d8,4_1d8,Anopheles_stephensi,2.107,"stephensi (24 hours after feeding) 1st lysis, 2.107ng/ul"
mxPCR8432680,4,A4,25,4,31658,1,175,4_3d1,4_3d1,Anopheles_stephensi,0.937,"stephensi (3 days after feeding) 1st lysis, 0.937ng/ul"
mxPCR8432681,4,B4,26,4,31658,1,176,4_3d2,4_3d2,Anopheles_stephensi,1.175,"stephensi (3 days after feeding) 1st lysis, 1.175ng/ul"
mxPCR8432682,4,C4,27,4,31658,1,177,4_3d3,4_3d3,Anopheles_stephensi,1.13,"stephensi (3 days after feeding) 1st lysis, 1.13ng/ul"
mxPCR8432683,4,D4,28,4,31658,1,178,4_3d4,4_3d4,Anopheles_stephensi,1.018,"stephensi (3 days after feeding) 1st lysis, 1.018ng/ul"
mxPCR8432684,4,E4,29,4,31658,1,179,4_3d5,4_3d5,Anopheles_stephensi,1.61,"stephensi (3 days after feeding) 1st lysis, 1.61ng/ul"
mxPCR8432685,4,F4,30,4,31658,1,180,4_3d6,4_3d6,Anopheles_stephensi,0.992,"stephensi (3 days after feeding) 1st lysis, 0.992ng/ul"
mxPCR8432686,4,G4,31,4,31658,1,181,4_3d7,4_3d7,Anopheles_stephensi,0.837,"stephensi (3 days after feeding) 1st lysis, 0.837ng/ul"
mxPCR8432687,4,H4,32,4,31658,1,182,4_3d8,4_3d8,Anopheles_stephensi,0.911,"stephensi (3 days after feeding) 1st lysis, 0.911ng/ul"
mxPCR8432688,4,A5,33,4,31658,1,183,4_9d1,4_9d1,Anopheles_stephensi,1.22,"stephensi (9 days after feeding) 1st lysis, 1.22ng/ul"
mxPCR8432689,4,B5,34,4,31658,1,184,4_9d2,4_9d2,Anopheles_stephensi,0.894,"stephensi (9 days after feeding) 1st lysis, 0.894ng/ul"
mxPCR8432690,4,C5,35,4,31658,1,185,4_9d3,4_9d3,Anopheles_stephensi,0.92,"stephensi (9 days after feeding) 1st lysis, 0.92ng/ul"
mxPCR8432691,4,D5,36,4,31658,1,186,4_9d4,4_9d4,Anopheles_stephensi,0.628,"stephensi (9 days after feeding) 1st lysis, 0.628ng/ul"
mxPCR8432692,4,E5,37,4,31658,1,187,4_9d5,4_9d5,Anopheles_stephensi,1.001,"stephensi (9 days after feeding) 1st lysis, 1.001ng/ul"
mxPCR8432693,4,F5,38,4,31658,1,188,4_9d6,4_9d6,Anopheles_stephensi,0.849,"stephensi (9 days after feeding) 1st lysis, 0.849ng/ul"
mxPCR8432694,4,G5,39,4,31658,1,189,4_9d7,4_9d7,Anopheles_stephensi,1.241,"stephensi (9 days after feeding) 1st lysis, 1.241ng/ul"
mxPCR8432695,4,H5,40,4,31658,1,190,4_9d8,4_9d8,Anopheles_stephensi,0.897,"stephensi (9 days after feeding) 1st lysis, 0.897ng/ul"
mxPCR8432696,4,A6,41,4,31658,1,191,4_ps10e8,4_ps10e8,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 5ag/ul 3D7
mxPCR8432697,4,B6,42,4,31658,1,192,4_ps10e7,4_ps10e7,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 50ag/ul 3D7
mxPCR8432698,4,C6,43,4,31658,1,193,4_ps10e6,4_ps10e6,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 500ag/ul 3D7
mxPCR8432699,4,D6,44,4,31658,1,194,4_ps10e5,4_ps10e5,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 5fg/ul 3D7
mxPCR8432700,4,E6,45,4,31658,1,195,4_ps10e4,4_ps10e4,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 50fg/ul 3D7
mxPCR8432701,4,A7,49,4,31658,1,196,4_pc10e8,4_pc10e8,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 5ag/ul 3D7
mxPCR8432702,4,B7,50,4,31658,1,197,4_pc10e7,4_pc10e7,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 50ag/ul 3D7
mxPCR8432703,4,C7,51,4,31658,1,198,4_pc10e6,4_pc10e6,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 500ag/ul 3D7
mxPCR8432704,4,D7,52,4,31658,1,199,4_pc10e5,4_pc10e5,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 5fg/ul 3D7
mxPCR8432705,4,E7,53,4,31658,1,200,4_pc10e4,4_pc10e4,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 50fg/ul 3D7
mxPCR8432706,5,A1,1,5,31658,1,201,5_un1,5_un1,Anopheles_stephensi,0.83,"stephensi (unfed) 1st lysis, 0.83ng/ul"
mxPCR8432707,5,B1,2,5,31658,1,202,5_un2,5_un2,Anopheles_stephensi,0.673,"stephensi (unfed) 1st lysis, 0.673ng/ul"
mxPCR8432708,5,C1,3,5,31658,1,203,5_un3,5_un3,Anopheles_stephensi,0.771,"stephensi (unfed) 1st lysis, 0.771ng/ul"
mxPCR8432709,5,D1,4,5,31658,1,204,5_un4,5_un4,Anopheles_stephensi,0.621,"stephensi (unfed) 1st lysis, 0.621ng/ul"
mxPCR8432710,5,E1,5,5,31658,1,205,5_un5,5_un5,Anopheles_stephensi,0.804,"stephensi (unfed) 1st lysis, 0.804ng/ul"
mxPCR8432711,5,F1,6,5,31658,1,206,5_un6,5_un6,Anopheles_stephensi,0.338,"stephensi (unfed) 1st lysis, 0.338ng/ul"
mxPCR8432712,5,G1,7,5,31658,1,207,5_un7,5_un7,Anopheles_stephensi,0.552,"stephensi (unfed) 1st lysis, 0.552ng/ul"
mxPCR8432713,5,H1,8,5,31658,1,208,5_un8,5_un8,Anopheles_stephensi,0.542,"stephensi (unfed) 1st lysis, 0.542ng/ul"
mxPCR8432714,5,A2,9,5,31658,1,209,5_0d1,5_0d1,Anopheles_stephensi,1.137,"stephensi (0 hours after feeding) 1st lysis, 1.137ng/ul"
mxPCR8432715,5,B2,10,5,31658,1,210,5_0d2,5_0d2,Anopheles_stephensi,1.122,"stephensi (0 hours after feeding) 1st lysis, 1.122ng/ul"
mxPCR8432716,5,C2,11,5,31658,1,211,5_0d3,5_0d3,Anopheles_stephensi,0.918,"stephensi (0 hours after feeding) 1st lysis, 0.918ng/ul"
mxPCR8432717,5,D2,12,5,31658,1,212,5_0d4,5_0d4,Anopheles_stephensi,0.863,"stephensi (0 hours after feeding) 1st lysis, 0.863ng/ul"
mxPCR8432718,5,E2,13,5,31658,1,213,5_0d5,5_0d5,Anopheles_stephensi,0.533,"stephensi (0 hours after feeding) 1st lysis, 0.533ng/ul"
mxPCR8432719,5,F2,14,5,31658,1,214,5_0d6,5_0d6,Anopheles_stephensi,0.709,"stephensi (0 hours after feeding) 1st lysis, 0.709ng/ul"
mxPCR8432720,5,G2,15,5,31658,1,215,5_0d7,5_0d7,Anopheles_stephensi,0.975,"stephensi (0 hours after feeding) 1st lysis, 0.975ng/ul"
mxPCR8432721,5,H2,16,5,31658,1,216,5_0d8,5_0d8,Anopheles_stephensi,0.968,"stephensi (0 hours after feeding) 1st lysis, 0.968ng/ul"
mxPCR8432722,5,A3,17,5,31658,1,217,5_1d1,5_1d1,Anopheles_stephensi,1.541,"stephensi (24 hours after feeding) 1st lysis, 1.541ng/ul"
mxPCR8432723,5,B3,18,5,31658,1,218,5_1d2,5_1d2,Anopheles_stephensi,1.396,"stephensi (24 hours after feeding) 1st lysis, 1.396ng/ul"
mxPCR8432724,5,C3,19,5,31658,1,219,5_1d3,5_1d3,Anopheles_stephensi,1.484,"stephensi (24 hours after feeding) 1st lysis, 1.484ng/ul"
mxPCR8432725,5,D3,20,5,31658,1,220,5_1d4,5_1d4,Anopheles_stephensi,1.574,"stephensi (24 hours after feeding) 1st lysis, 1.574ng/ul"
mxPCR8432726,5,E3,21,5,31658,1,221,5_1d5,5_1d5,Anopheles_stephensi,1.348,"stephensi (24 hours after feeding) 1st lysis, 1.348ng/ul"
mxPCR8432727,5,F3,22,5,31658,1,222,5_1d6,5_1d6,Anopheles_stephensi,1.565,"stephensi (24 hours after feeding) 1st lysis, 1.565ng/ul"
mxPCR8432728,5,G3,23,5,31658,1,223,5_1d7,5_1d7,Anopheles_stephensi,1.47,"stephensi (24 hours after feeding) 1st lysis, 1.47ng/ul"
mxPCR8432729,5,H3,24,5,31658,1,224,5_1d8,5_1d8,Anopheles_stephensi,2.107,"stephensi (24 hours after feeding) 1st lysis, 2.107ng/ul"
mxPCR8432730,5,A4,25,5,31658,1,225,5_3d1,5_3d1,Anopheles_stephensi,0.937,"stephensi (3 days after feeding) 1st lysis, 0.937ng/ul"
mxPCR8432731,5,B4,26,5,31658,1,226,5_3d2,5_3d2,Anopheles_stephensi,1.175,"stephensi (3 days after feeding) 1st lysis, 1.175ng/ul"
mxPCR8432732,5,C4,27,5,31658,1,227,5_3d3,5_3d3,Anopheles_stephensi,1.13,"stephensi (3 days after feeding) 1st lysis, 1.13ng/ul"
mxPCR8432733,5,D4,28,5,31658,1,228,5_3d4,5_3d4,Anopheles_stephensi,1.018,"stephensi (3 days after feeding) 1st lysis, 1.018ng/ul"
mxPCR8432734,5,E4,29,5,31658,1,229,5_3d5,5_3d5,Anopheles_stephensi,1.61,"stephensi (3 days after feeding) 1st lysis, 1.61ng/ul"
mxPCR8432735,5,F4,30,5,31658,1,230,5_3d6,5_3d6,Anopheles_stephensi,0.992,"stephensi (3 days after feeding) 1st lysis, 0.992ng/ul"
mxPCR8432736,5,G4,31,5,31658,1,231,5_3d7,5_3d7,Anopheles_stephensi,0.837,"stephensi (3 days after feeding) 1st lysis, 0.837ng/ul"
mxPCR8432737,5,H4,32,5,31658,1,232,5_3d8,5_3d8,Anopheles_stephensi,0.911,"stephensi (3 days after feeding) 1st lysis, 0.911ng/ul"
mxPCR8432738,5,A5,33,5,31658,1,233,5_9d1,5_9d1,Anopheles_stephensi,1.22,"stephensi (9 days after feeding) 1st lysis, 1.22ng/ul"
mxPCR8432739,5,B5,34,5,31658,1,234,5_9d2,5_9d2,Anopheles_stephensi,0.894,"stephensi (9 days after feeding) 1st lysis, 0.894ng/ul"
mxPCR8432740,5,C5,35,5,31658,1,235,5_9d3,5_9d3,Anopheles_stephensi,0.92,"stephensi (9 days after feeding) 1st lysis, 0.92ng/ul"
mxPCR8432741,5,D5,36,5,31658,1,236,5_9d4,5_9d4,Anopheles_stephensi,0.628,"stephensi (9 days after feeding) 1st lysis, 0.628ng/ul"
mxPCR8432742,5,E5,37,5,31658,1,237,5_9d5,5_9d5,Anopheles_stephensi,1.001,"stephensi (9 days after feeding) 1st lysis, 1.001ng/ul"
mxPCR8432743,5,F5,38,5,31658,1,238,5_9d6,5_9d6,Anopheles_stephensi,0.849,"stephensi (9 days after feeding) 1st lysis, 0.849ng/ul"
mxPCR8432744,5,G5,39,5,31658,1,239,5_9d7,5_9d7,Anopheles_stephensi,1.241,"stephensi (9 days after feeding) 1st lysis, 1.241ng/ul"
mxPCR8432745,5,H5,40,5,31658,1,240,5_9d8,5_9d8,Anopheles_stephensi,0.897,"stephensi (9 days after feeding) 1st lysis, 0.897ng/ul"
mxPCR8432746,5,A6,41,5,31658,1,241,5_ps10e8,5_ps10e8,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 5ag/ul 3D7
mxPCR8432747,5,B6,42,5,31658,1,242,5_ps10e7,5_ps10e7,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 50ag/ul 3D7
mxPCR8432748,5,C6,43,5,31658,1,243,5_ps10e6,5_ps10e6,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 500ag/ul 3D7
mxPCR8432749,5,D6,44,5,31658,1,244,5_ps10e5,5_ps10e5,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 5fg/ul 3D7
mxPCR8432750,5,E6,45,5,31658,1,245,5_ps10e4,5_ps10e4,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 50fg/ul 3D7
mxPCR8432751,5,A7,49,5,31658,1,246,5_pc10e8,5_pc10e8,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 5ag/ul 3D7
mxPCR8432752,5,B7,50,5,31658,1,247,5_pc10e7,5_pc10e7,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 50ag/ul 3D7
mxPCR8432753,5,C7,51,5,31658,1,248,5_pc10e6,5_pc10e6,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 500ag/ul 3D7
mxPCR8432754,5,D7,52,5,31658,1,249,5_pc10e5,5_pc10e5,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 5fg/ul 3D7
mxPCR8432755,5,E7,53,5,31658,1,250,5_pc10e4,5_pc10e4,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 50fg/ul 3D7
mxPCR8432756,6,A1,1,6,31658,1,251,6_un1,6_un1,Anopheles_stephensi,0.83,"stephensi (unfed) 1st lysis, 0.83ng/ul"
mxPCR8432757,6,B1,2,6,31658,1,252,6_un2,6_un2,Anopheles_stephensi,0.673,"stephensi (unfed) 1st lysis, 0.673ng/ul"
mxPCR8432758,6,C1,3,6,31658,1,253,6_un3,6_un3,Anopheles_stephensi,0.771,"stephensi (unfed) 1st lysis, 0.771ng/ul"
mxPCR8432759,6,D1,4,6,31658,1,254,6_un4,6_un4,Anopheles_stephensi,0.621,"stephensi (unfed) 1st lysis, 0.621ng/ul"
mxPCR8432760,6,E1,5,6,31658,1,255,6_un5,6_un5,Anopheles_stephensi,0.804,"stephensi (unfed) 1st lysis, 0.804ng/ul"
mxPCR8432761,6,F1,6,6,31658,1,256,6_un6,6_un6,Anopheles_stephensi,0.338,"stephensi (unfed) 1st lysis, 0.338ng/ul"
mxPCR8432762,6,G1,7,6,31658,1,257,6_un7,6_un7,Anopheles_stephensi,0.552,"stephensi (unfed) 1st lysis, 0.552ng/ul"
mxPCR8432763,6,H1,8,6,31658,1,258,6_un8,6_un8,Anopheles_stephensi,0.542,"stephensi (unfed) 1st lysis, 0.542ng/ul"
mxPCR8432764,6,A2,9,6,31658,1,259,6_0d1,6_0d1,Anopheles_stephensi,1.137,"stephensi (0 hours after feeding) 1st lysis, 1.137ng/ul"
mxPCR8432765,6,B2,10,6,31658,1,260,6_0d2,6_0d2,Anopheles_stephensi,1.122,"stephensi (0 hours after feeding) 1st lysis, 1.122ng/ul"
mxPCR8432766,6,C2,11,6,31658,1,261,6_0d3,6_0d3,Anopheles_stephensi,0.918,"stephensi (0 hours after feeding) 1st lysis, 0.918ng/ul"
mxPCR8432767,6,D2,12,6,31658,1,262,6_0d4,6_0d4,Anopheles_stephensi,0.863,"stephensi (0 hours after feeding) 1st lysis, 0.863ng/ul"
mxPCR8432768,6,E2,13,6,31658,1,263,6_0d5,6_0d5,Anopheles_stephensi,0.533,"stephensi (0 hours after feeding) 1st lysis, 0.533ng/ul"
mxPCR8432769,6,F2,14,6,31658,1,264,6_0d6,6_0d6,Anopheles_stephensi,0.709,"stephensi (0 hours after feeding) 1st lysis, 0.709ng/ul"
mxPCR8432770,6,G2,15,6,31658,1,265,6_0d7,6_0d7,Anopheles_stephensi,0.975,"stephensi (0 hours after feeding) 1st lysis, 0.975ng/ul"
mxPCR8432771,6,H2,16,6,31658,1,266,6_0d8,6_0d8,Anopheles_stephensi,0.968,"stephensi (0 hours after feeding) 1st lysis, 0.968ng/ul"
mxPCR8432772,6,A3,17,6,31658,1,267,6_1d1,6_1d1,Anopheles_stephensi,1.541,"stephensi (24 hours after feeding) 1st lysis, 1.541ng/ul"
mxPCR8432773,6,B3,18,6,31658,1,268,6_1d2,6_1d2,Anopheles_stephensi,1.396,"stephensi (24 hours after feeding) 1st lysis, 1.396ng/ul"
mxPCR8432774,6,C3,19,6,31658,1,269,6_1d3,6_1d3,Anopheles_stephensi,1.484,"stephensi (24 hours after feeding) 1st lysis, 1.484ng/ul"
mxPCR8432775,6,D3,20,6,31658,1,270,6_1d4,6_1d4,Anopheles_stephensi,1.574,"stephensi (24 hours after feeding) 1st lysis, 1.574ng/ul"
mxPCR8432776,6,E3,21,6,31658,1,271,6_1d5,6_1d5,Anopheles_stephensi,1.348,"stephensi (24 hours after feeding) 1st lysis, 1.348ng/ul"
mxPCR8432777,6,F3,22,6,31658,1,272,6_1d6,6_1d6,Anopheles_stephensi,1.565,"stephensi (24 hours after feeding) 1st lysis, 1.565ng/ul"
mxPCR8432778,6,G3,23,6,31658,1,273,6_1d7,6_1d7,Anopheles_stephensi,1.47,"stephensi (24 hours after feeding) 1st lysis, 1.47ng/ul"
mxPCR8432779,6,H3,24,6,31658,1,274,6_1d8,6_1d8,Anopheles_stephensi,2.107,"stephensi (24 hours after feeding) 1st lysis, 2.107ng/ul"
mxPCR8432780,6,A4,25,6,31658,1,275,6_3d1,6_3d1,Anopheles_stephensi,0.937,"stephensi (3 days after feeding) 1st lysis, 0.937ng/ul"
mxPCR8432781,6,B4,26,6,31658,1,276,6_3d2,6_3d2,Anopheles_stephensi,1.175,"stephensi (3 days after feeding) 1st lysis, 1.175ng/ul"
mxPCR8432782,6,C4,27,6,31658,1,277,6_3d3,6_3d3,Anopheles_stephensi,1.13,"stephensi (3 days after feeding) 1st lysis, 1.13ng/ul"
mxPCR8432783,6,D4,28,6,31658,1,278,6_3d4,6_3d4,Anopheles_stephensi,1.018,"stephensi (3 days after feeding) 1st lysis, 1.018ng/ul"
mxPCR8432784,6,E4,29,6,31658,1,279,6_3d5,6_3d5,Anopheles_stephensi,1.61,"stephensi (3 days after feeding) 1st lysis, 1.61ng/ul"
mxPCR8432785,6,F4,30,6,31658,1,280,6_3d6,6_3d6,Anopheles_stephensi,0.992,"stephensi (3 days after feeding) 1st lysis, 0.992ng/ul"
mxPCR8432786,6,G4,31,6,31658,1,281,6_3d7,6_3d7,Anopheles_stephensi,0.837,"stephensi (3 days after feeding) 1st lysis, 0.837ng/ul"
mxPCR8432787,6,H4,32,6,31658,1,282,6_3d8,6_3d8,Anopheles_stephensi,0.911,"stephensi (3 days after feeding) 1st lysis, 0.911ng/ul"
mxPCR8432788,6,A5,33,6,31658,1,283,6_9d1,6_9d1,Anopheles_stephensi,1.22,"stephensi (9 days after feeding) 1st lysis, 1.22ng/ul"
mxPCR8432789,6,B5,34,6,31658,1,284,6_9d2,6_9d2,Anopheles_stephensi,0.894,"stephensi (9 days after feeding) 1st lysis, 0.894ng/ul"
mxPCR8432790,6,C5,35,6,31658,1,285,6_9d3,6_9d3,Anopheles_stephensi,0.92,"stephensi (9 days after feeding) 1st lysis, 0.92ng/ul"
mxPCR8432791,6,D5,36,6,31658,1,286,6_9d4,6_9d4,Anopheles_stephensi,0.628,"stephensi (9 days after feeding) 1st lysis, 0.628ng/ul"
mxPCR8432792,6,E5,37,6,31658,1,287,6_9d5,6_9d5,Anopheles_stephensi,1.001,"stephensi (9 days after feeding) 1st lysis, 1.001ng/ul"
mxPCR8432793,6,F5,38,6,31658,1,288,6_9d6,6_9d6,Anopheles_stephensi,0.849,"stephensi (9 days after feeding) 1st lysis, 0.849ng/ul"
mxPCR8432794,6,G5,39,6,31658,1,289,6_9d7,6_9d7,Anopheles_stephensi,1.241,"stephensi (9 days after feeding) 1st lysis, 1.241ng/ul"
mxPCR8432795,6,H5,40,6,31658,1,290,6_9d8,6_9d8,Anopheles_stephensi,0.897,"stephensi (9 days after feeding) 1st lysis, 0.897ng/ul"
mxPCR8432796,6,A6,41,6,31658,1,291,6_ps10e8,6_ps10e8,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 5ag/ul 3D7
mxPCR8432797,6,B6,42,6,31658,1,292,6_ps10e7,6_ps10e7,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 50ag/ul 3D7
mxPCR8432798,6,C6,43,6,31658,1,293,6_ps10e6,6_ps10e6,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 500ag/ul 3D7
mxPCR8432799,6,D6,44,6,31658,1,294,6_ps10e5,6_ps10e5,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 5fg/ul 3D7
mxPCR8432800,6,E6,45,6,31658,1,295,6_ps10e4,6_ps10e4,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 50fg/ul 3D7
mxPCR8432801,6,A7,49,6,31658,1,296,6_pc10e8,6_pc10e8,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 5ag/ul 3D7
mxPCR8432802,6,B7,50,6,31658,1,297,6_pc10e7,6_pc10e7,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 50ag/ul 3D7
mxPCR8432803,6,C7,51,6,31658,1,298,6_pc10e6,6_pc10e6,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 500ag/ul 3D7
mxPCR8432804,6,D7,52,6,31658,1,299,6_pc10e5,6_pc10e5,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 5fg/ul 3D7
mxPCR8432805,6,E7,53,6,31658,1,300,6_pc10e4,6_pc10e4,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 50fg/ul 3D7
mxPCR8432806,7,A1,1,7,31658,1,301,7_un1,7_un1,Anopheles_stephensi,0.83,"stephensi (unfed) 1st lysis, 0.83ng/ul"
mxPCR8432807,7,B1,2,7,31658,1,302,7_un2,7_un2,Anopheles_stephensi,0.673,"stephensi (unfed) 1st lysis, 0.673ng/ul"
mxPCR8432808,7,C1,3,7,31658,1,303,7_un3,7_un3,Anopheles_stephensi,0.771,"stephensi (unfed) 1st lysis, 0.771ng/ul"
mxPCR8432809,7,D1,4,7,31658,1,304,7_un4,7_un4,Anopheles_stephensi,0.621,"stephensi (unfed) 1st lysis, 0.621ng/ul"
mxPCR8432810,7,E1,5,7,31658,1,305,7_un5,7_un5,Anopheles_stephensi,0.804,"stephensi (unfed) 1st lysis, 0.804ng/ul"
mxPCR8432811,7,F1,6,7,31658,1,306,7_un6,7_un6,Anopheles_stephensi,0.338,"stephensi (unfed) 1st lysis, 0.338ng/ul"
mxPCR8432812,7,G1,7,7,31658,1,307,7_un7,7_un7,Anopheles_stephensi,0.552,"stephensi (unfed) 1st lysis, 0.552ng/ul"
mxPCR8432813,7,H1,8,7,31658,1,308,7_un8,7_un8,Anopheles_stephensi,0.542,"stephensi (unfed) 1st lysis, 0.542ng/ul"
mxPCR8432814,7,A2,9,7,31658,1,309,7_0d1,7_0d1,Anopheles_stephensi,1.137,"stephensi (0 hours after feeding) 1st lysis, 1.137ng/ul"
mxPCR8432815,7,B2,10,7,31658,1,310,7_0d2,7_0d2,Anopheles_stephensi,1.122,"stephensi (0 hours after feeding) 1st lysis, 1.122ng/ul"
mxPCR8432816,7,C2,11,7,31658,1,311,7_0d3,7_0d3,Anopheles_stephensi,0.918,"stephensi (0 hours after feeding) 1st lysis, 0.918ng/ul"
mxPCR8432817,7,D2,12,7,31658,1,312,7_0d4,7_0d4,Anopheles_stephensi,0.863,"stephensi (0 hours after feeding) 1st lysis, 0.863ng/ul"
mxPCR8432818,7,E2,13,7,31658,1,313,7_0d5,7_0d5,Anopheles_stephensi,0.533,"stephensi (0 hours after feeding) 1st lysis, 0.533ng/ul"
mxPCR8432819,7,F2,14,7,31658,1,314,7_0d6,7_0d6,Anopheles_stephensi,0.709,"stephensi (0 hours after feeding) 1st lysis, 0.709ng/ul"
mxPCR8432820,7,G2,15,7,31658,1,315,7_0d7,7_0d7,Anopheles_stephensi,0.975,"stephensi (0 hours after feeding) 1st lysis, 0.975ng/ul"
mxPCR8432821,7,H2,16,7,31658,1,316,7_0d8,7_0d8,Anopheles_stephensi,0.968,"stephensi (0 hours after feeding) 1st lysis, 0.968ng/ul"
mxPCR8432822,7,A3,17,7,31658,1,317,7_1d1,7_1d1,Anopheles_stephensi,1.541,"stephensi (24 hours after feeding) 1st lysis, 1.541ng/ul"
mxPCR8432823,7,B3,18,7,31658,1,318,7_1d2,7_1d2,Anopheles_stephensi,1.396,"stephensi (24 hours after feeding) 1st lysis, 1.396ng/ul"
mxPCR8432824,7,C3,19,7,31658,1,319,7_1d3,7_1d3,Anopheles_stephensi,1.484,"stephensi (24 hours after feeding) 1st lysis, 1.484ng/ul"
mxPCR8432825,7,D3,20,7,31658,1,320,7_1d4,7_1d4,Anopheles_stephensi,1.574,"stephensi (24 hours after feeding) 1st lysis, 1.574ng/ul"
mxPCR8432826,7,E3,21,7,31658,1,321,7_1d5,7_1d5,Anopheles_stephensi,1.348,"stephensi (24 hours after feeding) 1st lysis, 1.348ng/ul"
mxPCR8432827,7,F3,22,7,31658,1,322,7_1d6,7_1d6,Anopheles_stephensi,1.565,"stephensi (24 hours after feeding) 1st lysis, 1.565ng/ul"
mxPCR8432828,7,G3,23,7,31658,1,323,7_1d7,7_1d7,Anopheles_stephensi,1.47,"stephensi (24 hours after feeding) 1st lysis, 1.47ng/ul"
mxPCR8432829,7,H3,24,7,31658,1,324,7_1d8,7_1d8,Anopheles_stephensi,2.107,"stephensi (24 hours after feeding) 1st lysis, 2.107ng/ul"
mxPCR8432830,7,A4,25,7,31658,1,325,7_3d1,7_3d1,Anopheles_stephensi,0.937,"stephensi (3 days after feeding) 1st lysis, 0.937ng/ul"
mxPCR8432831,7,B4,26,7,31658,1,326,7_3d2,7_3d2,Anopheles_stephensi,1.175,"stephensi (3 days after feeding) 1st lysis, 1.175ng/ul"
mxPCR8432832,7,C4,27,7,31658,1,327,7_3d3,7_3d3,Anopheles_stephensi,1.13,"stephensi (3 days after feeding) 1st lysis, 1.13ng/ul"
mxPCR8432833,7,D4,28,7,31658,1,328,7_3d4,7_3d4,Anopheles_stephensi,1.018,"stephensi (3 days after feeding) 1st lysis, 1.018ng/ul"
mxPCR8432834,7,E4,29,7,31658,1,329,7_3d5,7_3d5,Anopheles_stephensi,1.61,"stephensi (3 days after feeding) 1st lysis, 1.61ng/ul"
mxPCR8432835,7,F4,30,7,31658,1,330,7_3d6,7_3d6,Anopheles_stephensi,0.992,"stephensi (3 days after feeding) 1st lysis, 0.992ng/ul"
