Sanger_Sample_ID,Replicate,Source_sample,Run,Lane,Tag,Note,Species
mxPCR8088956,P6_D3_pool2,1_3_NI4_fun,30406,1,182,"VBS24114-G-dil (Pf positive) 44 (H6) - KP20, 37C, G (1:10) ~0.32ng/ul",Anopheles_funestus
mxPCR8088957,P6_E3_pool2,1_3_NI5_fun,30406,1,183,"VBS24113-C-dil (negative); 43 (G6) - KP19, 37C, C (1:10) ~0.50ng/ul",Anopheles_funestus
mxPCR8088958,P6_F3_pool2,1_3_NI6_fun,30406,1,184,"VBS24032-A-dil (negative); 52 (H7) - TZ40, 37C, A (1:10) ~1.76ng/ul",Anopheles_funestus
mxPCR8088959,P6_G3_pool2,1_3_NI7_ste,30406,1,185,"steph1 (Pb positive); Silvain mosquito (An. stephensi) + P. berghei (whole), A 37C (1:10) ~1.4ng/ul",Anopheles_stephensi
mxPCR8088960,P6_H3_pool2,1_3_NI8_ste,30406,1,186,"steph2 (Pb positive); Silvain mosquito (An. stephensi) + P. berghei (whole), A 37C (1:10) ~2.0ng/ul",Anopheles_stephensi
mxPCR8088961,P6_A3_pool3,1_9_NI1_fun,30406,1,187,"VBS24014-A-pur (Pf positive); TZ22 - A - MinElute, (1:5 dilution) ~1.94ng/ul",Anopheles_funestus
mxPCR8088962,P6_B3_pool3,1_9_NI2_fun,30406,1,188,"VBS24027-A-dil (Pf positive); 47 (C7) - TZ35, RT, A (1:10) ~1.18ng/ul",Anopheles_funestus
mxPCR8088963,P6_C3_pool3,1_9_NI3_fun,30406,1,189,"VBS24035-C-dil (Pf positive); 55 (C8) - TZ43, 37C, C (1:10) ~0.65ng/ul",Anopheles_funestus
mxPCR8088964,P6_D3_pool3,1_9_NI4_fun,30406,1,190,"VBS24114-G-dil (Pf positive) 44 (H6) - KP20, 37C, G (1:10) ~0.32ng/ul",Anopheles_funestus
mxPCR8088965,P6_E3_pool3,1_9_NI5_fun,30406,1,191,"VBS24113-C-dil (negative); 43 (G6) - KP19, 37C, C (1:10) ~0.50ng/ul",Anopheles_funestus
mxPCR8088966,P6_F3_pool3,1_9_NI6_fun,30406,1,192,"VBS24032-A-dil (negative); 52 (H7) - TZ40, 37C, A (1:10) ~1.76ng/ul",Anopheles_funestus
mxPCR8088967,P6_G3_pool3,1_9_NI7_ste,30406,1,193,"steph1 (Pb positive); Silvain mosquito (An. stephensi) + P. berghei (whole), A 37C (1:10) ~1.4ng/ul",Anopheles_stephensi
mxPCR8088968,P6_H3_pool3,1_9_NI8_ste,30406,1,194,"steph2 (Pb positive); Silvain mosquito (An. stephensi) + P. berghei (whole), A 37C (1:10) ~2.0ng/ul",Anopheles_stephensi
mxPCR8088969,P6_A3_pool4,3_1_NI1_fun,30406,1,195,"VBS24014-A-pur (Pf positive); TZ22 - A - MinElute, (1:5 dilution) ~1.94ng/ul",Anopheles_funestus
mxPCR8088970,P6_B3_pool4,3_1_NI2_fun,30406,1,196,"VBS24027-A-dil (Pf positive); 47 (C7) - TZ35, RT, A (1:10) ~1.18ng/ul",Anopheles_funestus
mxPCR8088971,P6_C3_pool4,3_1_NI3_fun,30406,1,197,"VBS24035-C-dil (Pf positive); 55 (C8) - TZ43, 37C, C (1:10) ~0.65ng/ul",Anopheles_funestus
mxPCR8088972,P6_D3_pool4,3_1_NI4_fun,30406,1,198,"VBS24114-G-dil (Pf positive) 44 (H6) - KP20, 37C, G (1:10) ~0.32ng/ul",Anopheles_funestus
mxPCR8088973,P6_E3_pool4,3_1_NI5_fun,30406,1,199,"VBS24113-C-dil (negative); 43 (G6) - KP19, 37C, C (1:10) ~0.50ng/ul",Anopheles_funestus
mxPCR8088974,P6_F3_pool4,3_1_NI6_fun,30406,1,200,"VBS24032-A-dil (negative); 52 (H7) - TZ40, 37C, A (1:10) ~1.76ng/ul",Anopheles_funestus
mxPCR8088975,P6_G3_pool4,3_1_NI7_ste,30406,1,201,"steph1 (Pb positive); Silvain mosquito (An. stephensi) + P. berghei (whole), A 37C (1:10) ~1.4ng/ul",Anopheles_stephensi
mxPCR8088976,P6_H3_pool4,3_1_NI8_ste,30406,1,202,"steph2 (Pb positive); Silvain mosquito (An. stephensi) + P. berghei (whole), A 37C (1:10) ~2.0ng/ul",Anopheles_stephensi
mxPCR8088977,P6_A3_pool5,3_3_NI1_fun,30406,1,203,"VBS24014-A-pur (Pf positive); TZ22 - A - MinElute, (1:5 dilution) ~1.94ng/ul",Anopheles_funestus
mxPCR8088978,P6_B3_pool5,3_3_NI2_fun,30406,1,204,"VBS24027-A-dil (Pf positive); 47 (C7) - TZ35, RT, A (1:10) ~1.18ng/ul",Anopheles_funestus
mxPCR8088979,P6_C3_pool5,3_3_NI3_fun,30406,1,205,"VBS24035-C-dil (Pf positive); 55 (C8) - TZ43, 37C, C (1:10) ~0.65ng/ul",Anopheles_funestus
mxPCR8088980,P6_D3_pool5,3_3_NI4_fun,30406,1,206,"VBS24114-G-dil (Pf positive) 44 (H6) - KP20, 37C, G (1:10) ~0.32ng/ul",Anopheles_funestus
mxPCR8088981,P6_E3_pool5,3_3_NI5_fun,30406,1,207,"VBS24113-C-dil (negative); 43 (G6) - KP19, 37C, C (1:10) ~0.50ng/ul",Anopheles_funestus
mxPCR8088982,P6_F3_pool5,3_3_NI6_fun,30406,1,208,"VBS24032-A-dil (negative); 52 (H7) - TZ40, 37C, A (1:10) ~1.76ng/ul",Anopheles_funestus
mxPCR8088983,P6_G3_pool5,3_3_NI7_ste,30406,1,209,"steph1 (Pb positive); Silvain mosquito (An. stephensi) + P. berghei (whole), A 37C (1:10) ~1.4ng/ul",Anopheles_stephensi
mxPCR8088984,P6_H3_pool5,3_3_NI8_ste,30406,1,210,"steph2 (Pb positive); Silvain mosquito (An. stephensi) + P. berghei (whole), A 37C (1:10) ~2.0ng/ul",Anopheles_stephensi
mxPCR8088985,P6_A3_pool6,3_9_NI1_fun,30406,1,211,"VBS24014-A-pur (Pf positive); TZ22 - A - MinElute, (1:5 dilution) ~1.94ng/ul",Anopheles_funestus
mxPCR8088986,P6_B3_pool6,3_9_NI2_fun,30406,1,212,"VBS24027-A-dil (Pf positive); 47 (C7) - TZ35, RT, A (1:10) ~1.18ng/ul",Anopheles_funestus
mxPCR8088987,P6_C3_pool6,3_9_NI3_fun,30406,1,213,"VBS24035-C-dil (Pf positive); 55 (C8) - TZ43, 37C, C (1:10) ~0.65ng/ul",Anopheles_funestus
mxPCR8088988,P6_D3_pool6,3_9_NI4_fun,30406,1,214,"VBS24114-G-dil (Pf positive) 44 (H6) - KP20, 37C, G (1:10) ~0.32ng/ul",Anopheles_funestus
mxPCR8088989,P6_E3_pool6,3_9_NI5_fun,30406,1,215,"VBS24113-C-dil (negative); 43 (G6) - KP19, 37C, C (1:10) ~0.50ng/ul",Anopheles_funestus
mxPCR8088990,P6_F3_pool6,3_9_NI6_fun,30406,1,216,"VBS24032-A-dil (negative); 52 (H7) - TZ40, 37C, A (1:10) ~1.76ng/ul",Anopheles_funestus
mxPCR8088991,P6_G3_pool6,3_9_NI7_ste,30406,1,217,"steph1 (Pb positive); Silvain mosquito (An. stephensi) + P. berghei (whole), A 37C (1:10) ~1.4ng/ul",Anopheles_stephensi
mxPCR8088992,P6_H3_pool6,3_9_NI8_ste,30406,1,218,"steph2 (Pb positive); Silvain mosquito (An. stephensi) + P. berghei (whole), A 37C (1:10) ~2.0ng/ul",Anopheles_stephensi
mxPCR8088993,P6_A3_pool7,9_1_NI1_fun,30406,1,219,"VBS24014-A-pur (Pf positive); TZ22 - A - MinElute, (1:5 dilution) ~1.94ng/ul",Anopheles_funestus
mxPCR8088994,P6_B3_pool7,9_1_NI2_fun,30406,1,220,"VBS24027-A-dil (Pf positive); 47 (C7) - TZ35, RT, A (1:10) ~1.18ng/ul",Anopheles_funestus
mxPCR8088995,P6_C3_pool7,9_1_NI3_fun,30406,1,221,"VBS24035-C-dil (Pf positive); 55 (C8) - TZ43, 37C, C (1:10) ~0.65ng/ul",Anopheles_funestus
mxPCR8088996,P6_D3_pool7,9_1_NI4_fun,30406,1,222,"VBS24114-G-dil (Pf positive) 44 (H6) - KP20, 37C, G (1:10) ~0.32ng/ul",Anopheles_funestus
mxPCR8088997,P6_E3_pool7,9_1_NI5_fun,30406,1,223,"VBS24113-C-dil (negative); 43 (G6) - KP19, 37C, C (1:10) ~0.50ng/ul",Anopheles_funestus
mxPCR8088998,P6_F3_pool7,9_1_NI6_fun,30406,1,224,"VBS24032-A-dil (negative); 52 (H7) - TZ40, 37C, A (1:10) ~1.76ng/ul",Anopheles_funestus
mxPCR8088999,P6_G3_pool7,9_1_NI7_ste,30406,1,225,"steph1 (Pb positive); Silvain mosquito (An. stephensi) + P. berghei (whole), A 37C (1:10) ~1.4ng/ul",Anopheles_stephensi
mxPCR8089000,P6_H3_pool7,9_1_NI8_ste,30406,1,226,"steph2 (Pb positive); Silvain mosquito (An. stephensi) + P. berghei (whole), A 37C (1:10) ~2.0ng/ul",Anopheles_stephensi
mxPCR8089001,P6_A3_pool8,9_3_NI1_fun,30406,1,227,"VBS24014-A-pur (Pf positive); TZ22 - A - MinElute, (1:5 dilution) ~1.94ng/ul",Anopheles_funestus
mxPCR8089002,P6_B3_pool8,9_3_NI2_fun,30406,1,228,"VBS24027-A-dil (Pf positive); 47 (C7) - TZ35, RT, A (1:10) ~1.18ng/ul",Anopheles_funestus
mxPCR8089003,P6_C3_pool8,9_3_NI3_fun,30406,1,229,"VBS24035-C-dil (Pf positive); 55 (C8) - TZ43, 37C, C (1:10) ~0.65ng/ul",Anopheles_funestus
mxPCR8089004,P6_D3_pool8,9_3_NI4_fun,30406,1,230,"VBS24114-G-dil (Pf positive) 44 (H6) - KP20, 37C, G (1:10) ~0.32ng/ul",Anopheles_funestus
mxPCR8089005,P6_E3_pool8,9_3_NI5_fun,30406,1,231,"VBS24113-C-dil (negative); 43 (G6) - KP19, 37C, C (1:10) ~0.50ng/ul",Anopheles_funestus
mxPCR8089006,P6_F3_pool8,9_3_NI6_fun,30406,1,232,"VBS24032-A-dil (negative); 52 (H7) - TZ40, 37C, A (1:10) ~1.76ng/ul",Anopheles_funestus
mxPCR8089007,P6_G3_pool8,9_3_NI7_ste,30406,1,233,"steph1 (Pb positive); Silvain mosquito (An. stephensi) + P. berghei (whole), A 37C (1:10) ~1.4ng/ul",Anopheles_stephensi
mxPCR8089008,P6_H3_pool8,9_3_NI8_ste,30406,1,234,"steph2 (Pb positive); Silvain mosquito (An. stephensi) + P. berghei (whole), A 37C (1:10) ~2.0ng/ul",Anopheles_stephensi
mxPCR8089009,P6_A3_pool9,9_9_NI1_fun,30406,1,235,"VBS24014-A-pur (Pf positive); TZ22 - A - MinElute, (1:5 dilution) ~1.94ng/ul",Anopheles_funestus
mxPCR8089010,P6_B3_pool9,9_9_NI2_fun,30406,1,236,"VBS24027-A-dil (Pf positive); 47 (C7) - TZ35, RT, A (1:10) ~1.18ng/ul",Anopheles_funestus
mxPCR8089011,P6_C3_pool9,9_9_NI3_fun,30406,1,237,"VBS24035-C-dil (Pf positive); 55 (C8) - TZ43, 37C, C (1:10) ~0.65ng/ul",Anopheles_funestus
mxPCR8089012,P6_D3_pool9,9_9_NI4_fun,30406,1,238,"VBS24114-G-dil (Pf positive) 44 (H6) - KP20, 37C, G (1:10) ~0.32ng/ul",Anopheles_funestus
mxPCR8089013,P6_E3_pool9,9_9_NI5_fun,30406,1,239,"VBS24113-C-dil (negative); 43 (G6) - KP19, 37C, C (1:10) ~0.50ng/ul",Anopheles_funestus
mxPCR8089014,P6_F3_pool9,9_9_NI6_fun,30406,1,240,"VBS24032-A-dil (negative); 52 (H7) - TZ40, 37C, A (1:10) ~1.76ng/ul",Anopheles_funestus
mxPCR8089015,P6_G3_pool9,9_9_NI7_ste,30406,1,241,"steph1 (Pb positive); Silvain mosquito (An. stephensi) + P. berghei (whole), A 37C (1:10) ~1.4ng/ul",Anopheles_stephensi
mxPCR8089016,P6_H3_pool9,9_9_NI8_ste,30406,1,242,"steph2 (Pb positive); Silvain mosquito (An. stephensi) + P. berghei (whole), A 37C (1:10) ~2.0ng/ul",Anopheles_stephensi
mxPCR8089017,P6_A3_pool10,0_0_NI1_fun,30406,1,243,"VBS24014-A-pur (Pf positive); TZ22 - A - MinElute, (1:5 dilution) ~1.94ng/ul",Anopheles_funestus
mxPCR8089018,P6_B3_pool10,0_0_NI2_fun,30406,1,244,"VBS24027-A-dil (Pf positive); 47 (C7) - TZ35, RT, A (1:10) ~1.18ng/ul",Anopheles_funestus
mxPCR8089019,P6_C3_pool10,0_0_NI3_fun,30406,1,245,"VBS24035-C-dil (Pf positive); 55 (C8) - TZ43, 37C, C (1:10) ~0.65ng/ul",Anopheles_funestus
mxPCR8089020,P6_D3_pool10,0_0_NI4_fun,30406,1,246,"VBS24114-G-dil (Pf positive) 44 (H6) - KP20, 37C, G (1:10) ~0.32ng/ul",Anopheles_funestus
mxPCR8089021,P6_E3_pool10,0_0_NI5_fun,30406,1,247,"VBS24113-C-dil (negative); 43 (G6) - KP19, 37C, C (1:10) ~0.50ng/ul",Anopheles_funestus
mxPCR8089022,P6_F3_pool10,0_0_NI6_fun,30406,1,248,"VBS24032-A-dil (negative); 52 (H7) - TZ40, 37C, A (1:10) ~1.76ng/ul",Anopheles_funestus
mxPCR8089023,P6_G3_pool10,0_0_NI7_ste,30406,1,249,"steph1 (Pb positive); Silvain mosquito (An. stephensi) + P. berghei (whole), A 37C (1:10) ~1.4ng/ul",Anopheles_stephensi
mxPCR8089024,P6_H3_pool10,0_0_NI8_ste,30406,1,250,"steph2 (Pb positive); Silvain mosquito (An. stephensi) + P. berghei (whole), A 37C (1:10) ~2.0ng/ul",Anopheles_stephensi
