Sanger_Sample_ID,Pool,Original_well,Run,Lane,Tag,Replicate,Source_sample,Species,Conc_ng_ul,Note
GbS8815106,805_51_e1,B7,33823,1,139,805_51_e1_f15_14d2,805_51_e1_f15_14d2,Anopheles_stephensi,0.42,"feed 15 - D14 2 - 2nd lysis, 0.42ng/ul"
GbS8815107,805_51_e1,C7,33823,1,140,805_51_e1_f15_14d3,805_51_e1_f15_14d3,Anopheles_stephensi,0.41,"feed 15 - D14 3 - 2nd lysis, 0.41ng/ul"
GbS8815108,805_51_e1,D7,33823,1,141,805_51_e1_f15_14d4,805_51_e1_f15_14d4,Anopheles_stephensi,0.57,"feed 15 - D14 4 - 2nd lysis, 0.57ng/ul"
GbS8815109,805_51_e1,E7,33823,1,142,805_51_e1_f15_14d5,805_51_e1_f15_14d5,Anopheles_stephensi,0.37,"feed 15 - D14 5 - 2nd lysis, 0.37ng/ul"
GbS8815110,805_51_e1,F7,33823,1,143,805_51_e1_f15_14d6,805_51_e1_f15_14d6,Anopheles_stephensi,0.46,"feed 15 - D14 6 - 2nd lysis, 0.46ng/ul"
GbS8815111,805_51_e1,G7,33823,1,144,805_51_e1_f15_14d7,805_51_e1_f15_14d7,Anopheles_stephensi,0.81,"feed 15 - D14 7 - 2nd lysis, 0.81ng/ul"
GbS8815112,805_51_e1,H7,33823,1,145,805_51_e1_f15_14d8,805_51_e1_f15_14d8,Anopheles_stephensi,0.61,"feed 15 - D14 8 - 2nd lysis, 0.61ng/ul"
GbS8815113,805_51_e1,A8,33823,1,146,805_51_e1_blank,805_51_e1_blank,blank_sample,0,blank
GbS8815114,805_51_e1,A9,33823,1,147,805_51_e1_f16_1d1,805_51_e1_f16_1d1,Anopheles_stephensi,0.76,"feed 16 - 24h 1 - 2nd lysis, 0.76ng/ul"
GbS8815115,805_51_e1,B9,33823,1,148,805_51_e1_f16_1d2,805_51_e1_f16_1d2,Anopheles_stephensi,0.61,"feed 16 - 24h 2 - 2nd lysis, 0.61ng/ul"
GbS8815116,805_51_e1,C9,33823,1,149,805_51_e1_f16_1d3,805_51_e1_f16_1d3,Anopheles_stephensi,0.73,"feed 16 - 24h 3 - 2nd lysis, 0.73ng/ul"
GbS8815117,805_51_e1,D9,33823,1,150,805_51_e1_f16_1d4,805_51_e1_f16_1d4,Anopheles_stephensi,0.56,"feed 16 - 24h 4 - 2nd lysis, 0.56ng/ul"
GbS8815118,805_51_e1,E9,33823,1,151,805_51_e1_f16_1d5,805_51_e1_f16_1d5,Anopheles_stephensi,0.61,"feed 16 - 24h 5 - 2nd lysis, 0.61ng/ul"
GbS8815119,805_51_e1,F9,33823,1,152,805_51_e1_f16_1d6,805_51_e1_f16_1d6,Anopheles_stephensi,0.64,"feed 16 - 24h 6 - 2nd lysis, 0.64ng/ul"
GbS8815120,805_51_e1,G9,33823,1,153,805_51_e1_f16_1d7,805_51_e1_f16_1d7,Anopheles_stephensi,0.76,"feed 16 - 24h 7 - 2nd lysis, 0.76ng/ul"
GbS8815121,805_51_e1,H9,33823,1,154,805_51_e1_f16_1d8,805_51_e1_f16_1d8,Anopheles_stephensi,0.45,"feed 16 - 24h 8 - 2nd lysis, 0.45ng/ul"
GbS8815122,805_51_e1,A10,33823,1,155,805_51_e1_f16_1d9,805_51_e1_f16_1d9,Anopheles_stephensi,0.45,"feed 16 - 24h 9 - 2nd lysis, 0.45ng/ul"
GbS8815123,805_51_e1,B10,33823,1,156,805_51_e1_f16_1d10,805_51_e1_f16_1d10,Anopheles_stephensi,0.46,"feed 16 - 24h 10 - 2nd lysis, 0.46ng/ul"
GbS8815124,805_51_e1,C10,33823,1,157,805_51_e1_f16_1d11,805_51_e1_f16_1d11,Anopheles_stephensi,0.32,"feed 16 - 24h 11 - 2nd lysis, 0.32ng/ul"
GbS8815125,805_51_e1,D10,33823,1,158,805_51_e1_f16_1d12,805_51_e1_f16_1d12,Anopheles_stephensi,0.32,"feed 16 - 24h 12 - 2nd lysis, 0.32ng/ul"
GbS8815126,805_51_e1,E10,33823,1,159,805_51_e1_f16_1d13,805_51_e1_f16_1d13,Anopheles_stephensi,0.44,"feed 16 - 24h 13 - 2nd lysis, 0.44ng/ul"
GbS8815127,805_51_e1,F10,33823,1,160,805_51_e1_f16_1d14,805_51_e1_f16_1d14,Anopheles_stephensi,0.37,"feed 16 - 24h 14 - 2nd lysis, 0.37ng/ul"
GbS8815128,805_51_e1,G10,33823,1,161,805_51_e1_f16_1d15,805_51_e1_f16_1d15,Anopheles_stephensi,0.42,"feed 16 - 24h 15 - 2nd lysis, 0.42ng/ul"
GbS8815129,805_51_e1,H10,33823,1,162,805_51_e1_f16_1d16,805_51_e1_f16_1d16,Anopheles_stephensi,0.37,"feed 16 - 24h 16 - 2nd lysis, 0.37ng/ul"
GbS8815130,805_51_e1,A11,33823,1,163,805_51_e1_f16_9d1,805_51_e1_f16_9d1,Anopheles_stephensi,0.73,"feed 16 - D9 1 - 2nd lysis, 0.73ng/ul"
GbS8815131,805_51_e1,B11,33823,1,164,805_51_e1_f16_9d2,805_51_e1_f16_9d2,Anopheles_stephensi,0.48,"feed 16 - D9 2 - 2nd lysis, 0.48ng/ul"
GbS8815132,805_51_e1,C11,33823,1,165,805_51_e1_f16_9d3,805_51_e1_f16_9d3,Anopheles_stephensi,0.6,"feed 16 - D9 3 - 2nd lysis, 0.60ng/ul"
GbS8815133,805_51_e1,D11,33823,1,166,805_51_e1_f16_9d4,805_51_e1_f16_9d4,Anopheles_stephensi,0.41,"feed 16 - D9 4 - 2nd lysis, 0.41ng/ul"
GbS8815134,805_51_e1,E11,33823,1,167,805_51_e1_f16_9d5,805_51_e1_f16_9d5,Anopheles_stephensi,0.54,"feed 16 - D9 5 - 2nd lysis, 0.54ng/ul"
GbS8815135,805_51_e1,F11,33823,1,168,805_51_e1_f16_9d6,805_51_e1_f16_9d6,Anopheles_stephensi,0.69,"feed 16 - D9 6 - 2nd lysis, 0.69ng/ul"
GbS8815136,805_51_e1,G11,33823,1,169,805_51_e1_f16_9d7,805_51_e1_f16_9d7,Anopheles_stephensi,0.63,"feed 16 - D9 7 - 2nd lysis, 0.63ng/ul"
GbS8815137,805_51_e1,H11,33823,1,170,805_51_e1_f16_9d8,805_51_e1_f16_9d8,Anopheles_stephensi,0.72,"feed 16 - D9 8 - 2nd lysis, 0.72ng/ul"
GbS8815138,805_51_e1,A12,33823,1,171,805_51_e1_f16_9d9,805_51_e1_f16_9d9,Anopheles_stephensi,0.57,"feed 16 - D9 9 - 2nd lysis, 0.57ng/ul"
GbS8815139,805_51_e1,B12,33823,1,172,805_51_e1_f16_9d10,805_51_e1_f16_9d10,Anopheles_stephensi,0.76,"feed 16 - D9 10 - 2nd lysis, 0.76ng/ul"
GbS8815140,805_51_e1,C12,33823,1,173,805_51_e1_f16_9d11,805_51_e1_f16_9d11,Anopheles_stephensi,0.49,"feed 16 - D9 11 - 2nd lysis, 0.49ng/ul"
GbS8815141,805_51_e1,D12,33823,1,174,805_51_e1_f16_9d12,805_51_e1_f16_9d12,Anopheles_stephensi,0.41,"feed 16 - D9 12 - 2nd lysis, 0.41ng/ul"
GbS8815142,805_51_e1,E12,33823,1,175,805_51_e1_f16_9d13,805_51_e1_f16_9d13,Anopheles_stephensi,0.57,"feed 16 - D9 13 - 2nd lysis, 0.57ng/ul"
GbS8815143,805_51_e1,F12,33823,1,176,805_51_e1_f16_9d14,805_51_e1_f16_9d14,Anopheles_stephensi,0.52,"feed 16 - D9 14 - 2nd lysis, 0.52ng/ul"
GbS8815144,805_51_e1,G12,33823,1,177,805_51_e1_f16_9d15,805_51_e1_f16_9d15,Anopheles_stephensi,0.4,"feed 16 - D9 15 - 2nd lysis, 0.40ng/ul"
GbS8815145,805_51_e1,H12,33823,1,178,805_51_e1_f16_9d16,805_51_e1_f16_9d16,Anopheles_stephensi,0.43,"feed 16 - D9 16 - 2nd lysis, 0.43ng/ul"
GbS8815146,8010_51_e2,A1,33823,1,179,8010_51_e2_f15_un1,8010_51_e2_f15_un1,Anopheles_stephensi,0.74,"stephensi (unfed 1) 1st lysis, 0.74ng/ul"
GbS8815147,8010_51_e2,B1,33823,1,180,8010_51_e2_f15_un2,8010_51_e2_f15_un2,Anopheles_stephensi,0.57,"stephensi (unfed 2) 1st lysis, 0.57ng/ul"
GbS8815148,8010_51_e2,C1,33823,1,181,8010_51_e2_f15_un3,8010_51_e2_f15_un3,Anopheles_stephensi,0.59,"stephensi (unfed 3) 1st lysis, 0.59ng/ul"
GbS8815149,8010_51_e2,D1,33823,1,182,8010_51_e2_f15_un4,8010_51_e2_f15_un4,Anopheles_stephensi,0.52,"stephensi (unfed 4) 1st lysis, 0.52ng/ul"
GbS8815150,8010_51_e2,E1,33823,1,183,8010_51_e2_f15_un5,8010_51_e2_f15_un5,Anopheles_stephensi,0.51,"stephensi (unfed 5) 1st lysis, 0.51ng/ul"
GbS8815151,8010_51_e2,F1,33823,1,184,8010_51_e2_f15_un6,8010_51_e2_f15_un6,Anopheles_stephensi,0.64,"stephensi (unfed 6) 1st lysis, 0.64ng/ul"
GbS8815152,8010_51_e2,G1,33823,1,185,8010_51_e2_f15_un7,8010_51_e2_f15_un7,Anopheles_stephensi,0.63,"stephensi (unfed 7) 1st lysis, 0.63ng/ul"
GbS8815153,8010_51_e2,H1,33823,1,186,8010_51_e2_f15_un8,8010_51_e2_f15_un8,Anopheles_stephensi,0.58,"stephensi (unfed 8) 1st lysis, 0.58ng/ul"
GbS8815154,8010_51_e2,A2,33823,1,187,8010_51_e2_f15_1d1,8010_51_e2_f15_1d1,Anopheles_stephensi,0.97,"feed 15 - 24h 1 - 1st lysis, 0.97ng/ul"
GbS8815155,8010_51_e2,B2,33823,1,188,8010_51_e2_f15_1d2,8010_51_e2_f15_1d2,Anopheles_stephensi,1.51,"feed 15 - 24h 2 - 1st lysis, 1.51ng/ul"
GbS8815156,8010_51_e2,C2,33823,1,189,8010_51_e2_f15_1d3,8010_51_e2_f15_1d3,Anopheles_stephensi,1.03,"feed 15 - 24h 3 - 1st lysis, 1.03ng/ul"
GbS8815157,8010_51_e2,D2,33823,1,190,8010_51_e2_f15_1d4,8010_51_e2_f15_1d4,Anopheles_stephensi,1.06,"feed 15 - 24h 4 - 1st lysis, 1.06ng/ul"
GbS8815158,8010_51_e2,E2,33823,1,191,8010_51_e2_f15_1d5,8010_51_e2_f15_1d5,Anopheles_stephensi,1.04,"feed 15 - 24h 5 - 1st lysis, 1.04ng/ul"
GbS8815159,8010_51_e2,F2,33823,1,192,8010_51_e2_f15_1d6,8010_51_e2_f15_1d6,Anopheles_stephensi,0.9,"feed 15 - 24h 6 - 1st lysis, 0.90ng/ul"
GbS8815160,8010_51_e2,G2,33823,1,193,8010_51_e2_f15_1d7,8010_51_e2_f15_1d7,Anopheles_stephensi,1.07,"feed 15 - 24h 7 - 1st lysis, 1.07ng/ul"
GbS8815161,8010_51_e2,H2,33823,1,194,8010_51_e2_f15_1d8,8010_51_e2_f15_1d8,Anopheles_stephensi,0.47,"feed 15 - 24h 8 - 1st lysis, 0.47ng/ul"
GbS8815162,8010_51_e2,A3,33823,1,195,8010_51_e2_f15_1d9,8010_51_e2_f15_1d9,Anopheles_stephensi,0.88,"feed 15 - 24h 9 - 1st lysis, 0.88ng/ul"
GbS8815163,8010_51_e2,B3,33823,1,196,8010_51_e2_f15_1d10,8010_51_e2_f15_1d10,Anopheles_stephensi,0.95,"feed 15 - 24h 10 - 1st lysis, 0.95ng/ul"
GbS8815164,8010_51_e2,C3,33823,1,197,8010_51_e2_f15_1d11,8010_51_e2_f15_1d11,Anopheles_stephensi,0.52,"feed 15 - 24h 11 - 1st lysis, 0.52ng/ul"
GbS8815165,8010_51_e2,D3,33823,1,198,8010_51_e2_f15_1d12,8010_51_e2_f15_1d12,Anopheles_stephensi,0.85,"feed 15 - 24h 12 - 1st lysis, 0.85ng/ul"
GbS8815166,8010_51_e2,E3,33823,1,199,8010_51_e2_f15_1d13,8010_51_e2_f15_1d13,Anopheles_stephensi,0.54,"feed 15 - 24h 13 - 1st lysis, 0.54ng/ul"
GbS8815167,8010_51_e2,F3,33823,1,200,8010_51_e2_f15_1d14,8010_51_e2_f15_1d14,Anopheles_stephensi,0.65,"feed 15 - 24h 14 - 1st lysis, 0.65ng/ul"
GbS8815168,8010_51_e2,G3,33823,1,201,8010_51_e2_f15_1d15,8010_51_e2_f15_1d15,Anopheles_stephensi,0.9,"feed 15 - 24h 15 - 1st lysis, 0.90ng/ul"
GbS8815169,8010_51_e2,H3,33823,1,202,8010_51_e2_f15_1d16,8010_51_e2_f15_1d16,Anopheles_stephensi,1.06,"feed 15 - 24h 16 - 1st lysis, 1.06ng/ul"
GbS8815170,8010_51_e2,A4,33823,1,203,8010_51_e2_f15_8d1,8010_51_e2_f15_8d1,Anopheles_stephensi,0.47,"feed 15 - D8 1 - 1st lysis, 0.47ng/ul"
GbS8815171,8010_51_e2,B4,33823,1,204,8010_51_e2_f15_8d2,8010_51_e2_f15_8d2,Anopheles_stephensi,1.02,"feed 15 - D8 2 - 1st lysis, 1.02ng/ul"
GbS8815172,8010_51_e2,C4,33823,1,205,8010_51_e2_f15_8d3,8010_51_e2_f15_8d3,Anopheles_stephensi,0.56,"feed 15 - D8 3 - 1st lysis, 0.56ng/ul"
GbS8815173,8010_51_e2,D4,33823,1,206,8010_51_e2_f15_8d4,8010_51_e2_f15_8d4,Anopheles_stephensi,1.03,"feed 15 - D8 4 - 1st lysis, 1.03ng/ul"
GbS8815174,8010_51_e2,E4,33823,1,207,8010_51_e2_f15_8d5,8010_51_e2_f15_8d5,Anopheles_stephensi,0.77,"feed 15 - D8 5 - 1st lysis, 0.77ng/ul"
GbS8815175,8010_51_e2,F4,33823,1,208,8010_51_e2_f15_8d6,8010_51_e2_f15_8d6,Anopheles_stephensi,0.7,"feed 15 - D8 6 - 1st lysis, 0.70ng/ul"
GbS8815176,8010_51_e2,G4,33823,1,209,8010_51_e2_f15_8d7,8010_51_e2_f15_8d7,Anopheles_stephensi,0.68,"feed 15 - D8 7 - 1st lysis, 0.68ng/ul"
GbS8815177,8010_51_e2,H4,33823,1,210,8010_51_e2_f15_8d8,8010_51_e2_f15_8d8,Anopheles_stephensi,0.98,"feed 15 - D8 8 - 1st lysis, 0.98ng/ul"
GbS8815178,8010_51_e2,A5,33823,1,211,8010_51_e2_f15_8d9,8010_51_e2_f15_8d9,Anopheles_stephensi,1.33,"feed 15 - D8 9 - 1st lysis, 1.33ng/ul"
GbS8815179,8010_51_e2,B5,33823,1,212,8010_51_e2_f15_8d10,8010_51_e2_f15_8d10,Anopheles_stephensi,1.04,"feed 15 - D8 10 - 1st lysis, 1.04ng/ul"
GbS8815180,8010_51_e2,C5,33823,1,213,8010_51_e2_f15_8d11,8010_51_e2_f15_8d11,Anopheles_stephensi,0.76,"feed 15 - D8 11 - 1st lysis, 0.76ng/ul"
GbS8815181,8010_51_e2,D5,33823,1,214,8010_51_e2_f15_8d12,8010_51_e2_f15_8d12,Anopheles_stephensi,0.76,"feed 15 - D8 12 - 1st lysis, 0.76ng/ul"
GbS8815182,8010_51_e2,E5,33823,1,215,8010_51_e2_f15_8d13,8010_51_e2_f15_8d13,Anopheles_stephensi,0.69,"feed 15 - D8 13 - 1st lysis, 0.69ng/ul"
GbS8815183,8010_51_e2,F5,33823,1,216,8010_51_e2_f15_8d14,8010_51_e2_f15_8d14,Anopheles_stephensi,1.05,"feed 15 - D8 14 - 1st lysis, 1.05ng/ul"
GbS8815184,8010_51_e2,G5,33823,1,217,8010_51_e2_f15_8d15,8010_51_e2_f15_8d15,Anopheles_stephensi,0.77,"feed 15 - D8 15 - 1st lysis, 0.77ng/ul"
GbS8815185,8010_51_e2,H5,33823,1,218,8010_51_e2_f15_8d16,8010_51_e2_f15_8d16,Anopheles_stephensi,0.98,"feed 15 - D8 16 - 1st lysis, 0.98ng/ul"
GbS8815186,8010_51_e2,A6,33823,1,219,8010_51_e2_f15_13d1,8010_51_e2_f15_13d1,Anopheles_stephensi,0.71,"feed 15 - D13 1 - 1st lysis, 0.71ng/ul"
GbS8815187,8010_51_e2,B6,33823,1,220,8010_51_e2_f15_13d2,8010_51_e2_f15_13d2,Anopheles_stephensi,0.72,"feed 15 - D13 2 - 1st lysis, 0.72ng/ul"
GbS8815188,8010_51_e2,C6,33823,1,221,8010_51_e2_f15_13d3,8010_51_e2_f15_13d3,Anopheles_stephensi,0.7,"feed 15 - D13 3 - 1st lysis, 0.70ng/ul"
GbS8815189,8010_51_e2,D6,33823,1,222,8010_51_e2_f15_13d4,8010_51_e2_f15_13d4,Anopheles_stephensi,0.54,"feed 15 - D13 4 - 1st lysis, 0.54ng/ul"
GbS8815190,8010_51_e2,E6,33823,1,223,8010_51_e2_f15_13d5,8010_51_e2_f15_13d5,Anopheles_stephensi,0.5,"feed 15 - D13 5 - 1st lysis, 0.50ng/ul"
GbS8815191,8010_51_e2,F6,33823,1,224,8010_51_e2_f15_13d6,8010_51_e2_f15_13d6,Anopheles_stephensi,0.53,"feed 15 - D13 6 - 1st lysis, 0.53ng/ul"
GbS8815192,8010_51_e2,G6,33823,1,225,8010_51_e2_f15_13d7,8010_51_e2_f15_13d7,Anopheles_stephensi,0.85,"feed 15 - D13 7 - 1st lysis, 0.85ng/ul"
GbS8815193,8010_51_e2,H6,33823,1,226,8010_51_e2_f15_13d8,8010_51_e2_f15_13d8,Anopheles_stephensi,0.88,"feed 15 - D13 8 - 1st lysis, 0.88ng/ul"
GbS8815194,8010_51_e2,A7,33823,1,227,8010_51_e2_f15_14d1,8010_51_e2_f15_14d1,Anopheles_stephensi,0.67,"feed 15 - D14 1 - 1st lysis, 0.67ng/ul"
GbS8815195,8010_51_e2,B7,33823,1,228,8010_51_e2_f15_14d2,8010_51_e2_f15_14d2,Anopheles_stephensi,0.79,"feed 15 - D14 2 - 1st lysis, 0.79ng/ul"
GbS8815196,8010_51_e2,C7,33823,1,229,8010_51_e2_f15_14d3,8010_51_e2_f15_14d3,Anopheles_stephensi,0.82,"feed 15 - D14 3 - 1st lysis, 0.82ng/ul"
GbS8815197,8010_51_e2,D7,33823,1,230,8010_51_e2_f15_14d4,8010_51_e2_f15_14d4,Anopheles_stephensi,0.92,"feed 15 - D14 4 - 1st lysis, 0.92ng/ul"
GbS8815198,8010_51_e2,E7,33823,1,231,8010_51_e2_f15_14d5,8010_51_e2_f15_14d5,Anopheles_stephensi,0.72,"feed 15 - D14 5 - 1st lysis, 0.72ng/ul"
GbS8815199,8010_51_e2,F7,33823,1,232,8010_51_e2_f15_14d6,8010_51_e2_f15_14d6,Anopheles_stephensi,0.63,"feed 15 - D14 6 - 1st lysis, 0.63ng/ul"
GbS8815200,8010_51_e2,G7,33823,1,233,8010_51_e2_f15_14d7,8010_51_e2_f15_14d7,Anopheles_stephensi,0.44,"feed 15 - D14 7 - 1st lysis, 0.44ng/ul"
GbS8815201,8010_51_e2,H7,33823,1,234,8010_51_e2_f15_14d8,8010_51_e2_f15_14d8,Anopheles_stephensi,0.62,"feed 15 - D14 8 - 1st lysis, 0.62ng/ul"
GbS8815202,8010_51_e2,A8,33823,1,235,8010_51_e2_blank,8010_51_e2_blank,blank_sample,0,blank
GbS8815203,8010_51_e2,A9,33823,1,236,8010_51_e2_f16_1d1,8010_51_e2_f16_1d1,Anopheles_stephensi,0.71,"feed 16 - 24h 1 - 1st lysis, 0.71ng/ul"
GbS8815204,8010_51_e2,B9,33823,1,237,8010_51_e2_f16_1d2,8010_51_e2_f16_1d2,Anopheles_stephensi,1.32,"feed 16 - 24h 2 - 1st lysis, 1.32ng/ul"
GbS8815205,8010_51_e2,C9,33823,1,238,8010_51_e2_f16_1d3,8010_51_e2_f16_1d3,Anopheles_stephensi,1.21,"feed 16 - 24h 3 - 1st lysis, 1.21ng/ul"
GbS8815206,8010_51_e2,D9,33823,1,239,8010_51_e2_f16_1d4,8010_51_e2_f16_1d4,Anopheles_stephensi,1.06,"feed 16 - 24h 4 - 1st lysis, 1.06ng/ul"
GbS8815207,8010_51_e2,E9,33823,1,240,8010_51_e2_f16_1d5,8010_51_e2_f16_1d5,Anopheles_stephensi,0.72,"feed 16 - 24h 5 - 1st lysis, 0.72ng/ul"
GbS8815208,8010_51_e2,F9,33823,1,241,8010_51_e2_f16_1d6,8010_51_e2_f16_1d6,Anopheles_stephensi,1.29,"feed 16 - 24h 6 - 1st lysis, 1.29ng/ul"
GbS8815209,8010_51_e2,G9,33823,1,242,8010_51_e2_f16_1d7,8010_51_e2_f16_1d7,Anopheles_stephensi,0.75,"feed 16 - 24h 7 - 1st lysis, 0.75ng/ul"
GbS8815210,8010_51_e2,H9,33823,1,243,8010_51_e2_f16_1d8,8010_51_e2_f16_1d8,Anopheles_stephensi,0.99,"feed 16 - 24h 8 - 1st lysis, 0.99ng/ul"
GbS8815211,8010_51_e2,A10,33823,1,244,8010_51_e2_f16_1d9,8010_51_e2_f16_1d9,Anopheles_stephensi,1.03,"feed 16 - 24h 9 - 1st lysis, 1.03ng/ul"
GbS8815212,8010_51_e2,B10,33823,1,245,8010_51_e2_f16_1d10,8010_51_e2_f16_1d10,Anopheles_stephensi,1.4,"feed 16 - 24h 10 - 1st lysis, 1.40ng/ul"
GbS8815213,8010_51_e2,C10,33823,1,246,8010_51_e2_f16_1d11,8010_51_e2_f16_1d11,Anopheles_stephensi,1.29,"feed 16 - 24h 11 - 1st lysis, 1.29ng/ul"
GbS8815214,8010_51_e2,D10,33823,1,247,8010_51_e2_f16_1d12,8010_51_e2_f16_1d12,Anopheles_stephensi,1.65,"feed 16 - 24h 12 - 1st lysis, 1.65ng/ul"
GbS8815215,8010_51_e2,E10,33823,1,248,8010_51_e2_f16_1d13,8010_51_e2_f16_1d13,Anopheles_stephensi,1.52,"feed 16 - 24h 13 - 1st lysis, 1.52ng/ul"
GbS8815216,8010_51_e2,F10,33823,1,249,8010_51_e2_f16_1d14,8010_51_e2_f16_1d14,Anopheles_stephensi,1.51,"feed 16 - 24h 14 - 1st lysis, 1.51ng/ul"
GbS8815217,8010_51_e2,G10,33823,1,250,8010_51_e2_f16_1d15,8010_51_e2_f16_1d15,Anopheles_stephensi,1.81,"feed 16 - 24h 15 - 1st lysis, 1.81ng/ul"
GbS8815218,8010_51_e2,H10,33823,1,251,8010_51_e2_f16_1d16,8010_51_e2_f16_1d16,Anopheles_stephensi,1.49,"feed 16 - 24h 16 - 1st lysis, 1.49ng/ul"
GbS8815219,8010_51_e2,A11,33823,1,252,8010_51_e2_f16_9d1,8010_51_e2_f16_9d1,Anopheles_stephensi,0.52,"feed 16 - D9 1 - 1st lysis, 0.52ng/ul"
GbS8815220,8010_51_e2,B11,33823,1,253,8010_51_e2_f16_9d2,8010_51_e2_f16_9d2,Anopheles_stephensi,1.07,"feed 16 - D9 2 - 1st lysis, 1.07ng/ul"
GbS8815221,8010_51_e2,C11,33823,1,254,8010_51_e2_f16_9d3,8010_51_e2_f16_9d3,Anopheles_stephensi,0.83,"feed 16 - D9 3 - 1st lysis, 0.83ng/ul"
GbS8815222,8010_51_e2,D11,33823,1,255,8010_51_e2_f16_9d4,8010_51_e2_f16_9d4,Anopheles_stephensi,0.73,"feed 16 - D9 4 - 1st lysis, 0.73ng/ul"
GbS8815223,8010_51_e2,E11,33823,1,256,8010_51_e2_f16_9d5,8010_51_e2_f16_9d5,Anopheles_stephensi,0.99,"feed 16 - D9 5 - 1st lysis, 0.99ng/ul"
GbS8815224,8010_51_e2,F11,33823,1,257,8010_51_e2_f16_9d6,8010_51_e2_f16_9d6,Anopheles_stephensi,0.47,"feed 16 - D9 6 - 1st lysis, 0.47ng/ul"
GbS8815225,8010_51_e2,G11,33823,1,258,8010_51_e2_f16_9d7,8010_51_e2_f16_9d7,Anopheles_stephensi,0.65,"feed 16 - D9 7 - 1st lysis, 0.65ng/ul"
GbS8815226,8010_51_e2,H11,33823,1,259,8010_51_e2_f16_9d8,8010_51_e2_f16_9d8,Anopheles_stephensi,0.69,"feed 16 - D9 8 - 1st lysis, 0.69ng/ul"
GbS8815227,8010_51_e2,A12,33823,1,260,8010_51_e2_f16_9d9,8010_51_e2_f16_9d9,Anopheles_stephensi,0.95,"feed 16 - D9 9 - 1st lysis, 0.95ng/ul"
GbS8815228,8010_51_e2,B12,33823,1,261,8010_51_e2_f16_9d10,8010_51_e2_f16_9d10,Anopheles_stephensi,0.76,"feed 16 - D9 10 - 1st lysis, 0.76ng/ul"
GbS8815229,8010_51_e2,C12,33823,1,262,8010_51_e2_f16_9d11,8010_51_e2_f16_9d11,Anopheles_stephensi,0.56,"feed 16 - D9 11 - 1st lysis, 0.56ng/ul"
GbS8815230,8010_51_e2,D12,33823,1,263,8010_51_e2_f16_9d12,8010_51_e2_f16_9d12,Anopheles_stephensi,0.66,"feed 16 - D9 12 - 1st lysis, 0.66ng/ul"
GbS8815231,8010_51_e2,E12,33823,1,264,8010_51_e2_f16_9d13,8010_51_e2_f16_9d13,Anopheles_stephensi,0.94,"feed 16 - D9 13 - 1st lysis, 0.94ng/ul"
GbS8815232,8010_51_e2,F12,33823,1,265,8010_51_e2_f16_9d14,8010_51_e2_f16_9d14,Anopheles_stephensi,1.03,"feed 16 - D9 14 - 1st lysis, 1.03ng/ul"
GbS8815233,8010_51_e2,G12,33823,1,266,8010_51_e2_f16_9d15,8010_51_e2_f16_9d15,Anopheles_stephensi,1.01,"feed 16 - D9 15 - 1st lysis, 1.01ng/ul"
GbS8815234,8010_51_e2,H12,33823,1,267,8010_51_e2_f16_9d16,8010_51_e2_f16_9d16,Anopheles_stephensi,0.57,"feed 16 - D9 16 - 1st lysis, 0.57ng/ul"
GbS8815235,805_51_e2,A1,33823,1,268,805_51_e2_f15_un1,805_51_e2_f15_un1,Anopheles_stephensi,0.73,"stephensi (unfed 1) 2nd lysis, 0.73ng/ul"
GbS8815236,805_51_e2,B1,33823,1,269,805_51_e2_f15_un2,805_51_e2_f15_un2,Anopheles_stephensi,0.56,"stephensi (unfed 2) 2nd lysis, 0.56ng/ul"
GbS8815237,805_51_e2,C1,33823,1,270,805_51_e2_f15_un3,805_51_e2_f15_un3,Anopheles_stephensi,0.73,"stephensi (unfed 3) 2nd lysis, 0.73ng/ul"
GbS8815238,805_51_e2,D1,33823,1,271,805_51_e2_f15_un4,805_51_e2_f15_un4,Anopheles_stephensi,0.61,"stephensi (unfed 4) 2nd lysis, 0.61ng/ul"
GbS8815239,805_51_e2,E1,33823,1,272,805_51_e2_f15_un5,805_51_e2_f15_un5,Anopheles_stephensi,0.58,"stephensi (unfed 5) 2nd lysis, 0.58ng/ul"
GbS8815240,805_51_e2,F1,33823,1,273,805_51_e2_f15_un6,805_51_e2_f15_un6,Anopheles_stephensi,0.41,"stephensi (unfed 6) 2nd lysis, 0.41ng/ul"
GbS8815241,805_51_e2,G1,33823,1,274,805_51_e2_f15_un7,805_51_e2_f15_un7,Anopheles_stephensi,0.4,"stephensi (unfed 7) 2nd lysis, 0.40ng/ul"
GbS8815242,805_51_e2,H1,33823,1,275,805_51_e2_f15_un8,805_51_e2_f15_un8,Anopheles_stephensi,0.44,"stephensi (unfed 8) 2nd lysis, 0.44ng/ul"
GbS8815243,805_51_e2,A2,33823,1,276,805_51_e2_f15_1d1,805_51_e2_f15_1d1,Anopheles_stephensi,0.35,"feed 15 - 24h 1 - 2nd lysis, 0.35ng/ul"
GbS8815244,805_51_e2,B2,33823,1,277,805_51_e2_f15_1d2,805_51_e2_f15_1d2,Anopheles_stephensi,0.41,"feed 15 - 24h 2 - 2nd lysis, 0.41ng/ul"
