Sanger_Sample_ID,Pool,Original_well,Run,Lane,Tag,Replicate,Source_sample,Species,Conc_ng_ul,Note
GbS8784707,8010,F9,33516,1,152,8010_e2_f16_1d6,8010_e2_f16_1d6,Anopheles_stephensi,0.64,"feed 16 - 24h 6 - 2nd lysis, 0.64ng/ul"
GbS8784708,8010,G9,33516,1,153,8010_e2_f16_1d7,8010_e2_f16_1d7,Anopheles_stephensi,0.76,"feed 16 - 24h 7 - 2nd lysis, 0.76ng/ul"
GbS8784709,8010,H9,33516,1,154,8010_e2_f16_1d8,8010_e2_f16_1d8,Anopheles_stephensi,0.45,"feed 16 - 24h 8 - 2nd lysis, 0.45ng/ul"
GbS8784710,8010,A10,33516,1,155,8010_e2_f16_1d9,8010_e2_f16_1d9,Anopheles_stephensi,0.45,"feed 16 - 24h 9 - 2nd lysis, 0.45ng/ul"
GbS8784711,8010,B10,33516,1,156,8010_e2_f16_1d10,8010_e2_f16_1d10,Anopheles_stephensi,0.46,"feed 16 - 24h 10 - 2nd lysis, 0.46ng/ul"
GbS8784712,8010,C10,33516,1,157,8010_e2_f16_1d11,8010_e2_f16_1d11,Anopheles_stephensi,0.32,"feed 16 - 24h 11 - 2nd lysis, 0.32ng/ul"
GbS8784713,8010,D10,33516,1,158,8010_e2_f16_1d12,8010_e2_f16_1d12,Anopheles_stephensi,0.32,"feed 16 - 24h 12 - 2nd lysis, 0.32ng/ul"
GbS8784714,8010,E10,33516,1,159,8010_e2_f16_1d13,8010_e2_f16_1d13,Anopheles_stephensi,0.44,"feed 16 - 24h 13 - 2nd lysis, 0.44ng/ul"
GbS8784715,8010,F10,33516,1,160,8010_e2_f16_1d14,8010_e2_f16_1d14,Anopheles_stephensi,0.37,"feed 16 - 24h 14 - 2nd lysis, 0.37ng/ul"
GbS8784716,8010,G10,33516,1,161,8010_e2_f16_1d15,8010_e2_f16_1d15,Anopheles_stephensi,0.42,"feed 16 - 24h 15 - 2nd lysis, 0.42ng/ul"
GbS8784717,8010,H10,33516,1,162,8010_e2_f16_1d16,8010_e2_f16_1d16,Anopheles_stephensi,0.37,"feed 16 - 24h 16 - 2nd lysis, 0.37ng/ul"
GbS8784718,8010,A11,33516,1,163,8010_e2_f16_9d1,8010_e2_f16_9d1,Anopheles_stephensi,0.73,"feed 16 - D9 1 - 2nd lysis, 0.73ng/ul"
GbS8784719,8010,B11,33516,1,164,8010_e2_f16_9d2,8010_e2_f16_9d2,Anopheles_stephensi,0.48,"feed 16 - D9 2 - 2nd lysis, 0.48ng/ul"
GbS8784720,8010,C11,33516,1,165,8010_e2_f16_9d3,8010_e2_f16_9d3,Anopheles_stephensi,0.6,"feed 16 - D9 3 - 2nd lysis, 0.60ng/ul"
GbS8784721,8010,D11,33516,1,166,8010_e2_f16_9d4,8010_e2_f16_9d4,Anopheles_stephensi,0.41,"feed 16 - D9 4 - 2nd lysis, 0.41ng/ul"
GbS8784722,8010,E11,33516,1,167,8010_e2_f16_9d5,8010_e2_f16_9d5,Anopheles_stephensi,0.54,"feed 16 - D9 5 - 2nd lysis, 0.54ng/ul"
GbS8784723,8010,F11,33516,1,168,8010_e2_f16_9d6,8010_e2_f16_9d6,Anopheles_stephensi,0.69,"feed 16 - D9 6 - 2nd lysis, 0.69ng/ul"
GbS8784724,8010,G11,33516,1,169,8010_e2_f16_9d7,8010_e2_f16_9d7,Anopheles_stephensi,0.63,"feed 16 - D9 7 - 2nd lysis, 0.63ng/ul"
GbS8784725,8010,H11,33516,1,170,8010_e2_f16_9d8,8010_e2_f16_9d8,Anopheles_stephensi,0.72,"feed 16 - D9 8 - 2nd lysis, 0.72ng/ul"
GbS8784726,8010,A12,33516,1,171,8010_e2_f16_9d9,8010_e2_f16_9d9,Anopheles_stephensi,0.57,"feed 16 - D9 9 - 2nd lysis, 0.57ng/ul"
GbS8784727,8010,B12,33516,1,172,8010_e2_f16_9d10,8010_e2_f16_9d10,Anopheles_stephensi,0.76,"feed 16 - D9 10 - 2nd lysis, 0.76ng/ul"
GbS8784728,8010,C12,33516,1,173,8010_e2_f16_9d11,8010_e2_f16_9d11,Anopheles_stephensi,0.49,"feed 16 - D9 11 - 2nd lysis, 0.49ng/ul"
GbS8784729,8010,D12,33516,1,174,8010_e2_f16_9d12,8010_e2_f16_9d12,Anopheles_stephensi,0.41,"feed 16 - D9 12 - 2nd lysis, 0.41ng/ul"
GbS8784730,8010,E12,33516,1,175,8010_e2_f16_9d13,8010_e2_f16_9d13,Anopheles_stephensi,0.57,"feed 16 - D9 13 - 2nd lysis, 0.57ng/ul"
GbS8784731,8010,F12,33516,1,176,8010_e2_f16_9d14,8010_e2_f16_9d14,Anopheles_stephensi,0.52,"feed 16 - D9 14 - 2nd lysis, 0.52ng/ul"
GbS8784732,8010,G12,33516,1,177,8010_e2_f16_9d15,8010_e2_f16_9d15,Anopheles_stephensi,0.4,"feed 16 - D9 15 - 2nd lysis, 0.40ng/ul"
GbS8784733,8010,H12,33516,1,178,8010_e2_f16_9d16,8010_e2_f16_9d16,Anopheles_stephensi,0.43,"feed 16 - D9 16 - 2nd lysis, 0.43ng/ul"
GbS8784734,805,A1,33516,1,179,805_e1_f15_un1,805_e1_f15_un1,Anopheles_stephensi,0.74,"stephensi (unfed 1) 1st lysis, 0.74ng/ul"
GbS8784735,805,B1,33516,1,180,805_e1_f15_un2,805_e1_f15_un2,Anopheles_stephensi,0.57,"stephensi (unfed 2) 1st lysis, 0.57ng/ul"
GbS8784736,805,C1,33516,1,181,805_e1_f15_un3,805_e1_f15_un3,Anopheles_stephensi,0.59,"stephensi (unfed 3) 1st lysis, 0.59ng/ul"
GbS8784737,805,D1,33516,1,182,805_e1_f15_un4,805_e1_f15_un4,Anopheles_stephensi,0.52,"stephensi (unfed 4) 1st lysis, 0.52ng/ul"
GbS8784738,805,E1,33516,1,183,805_e1_f15_un5,805_e1_f15_un5,Anopheles_stephensi,0.51,"stephensi (unfed 5) 1st lysis, 0.51ng/ul"
GbS8784739,805,F1,33516,1,184,805_e1_f15_un6,805_e1_f15_un6,Anopheles_stephensi,0.64,"stephensi (unfed 6) 1st lysis, 0.64ng/ul"
GbS8784740,805,G1,33516,1,185,805_e1_f15_un7,805_e1_f15_un7,Anopheles_stephensi,0.63,"stephensi (unfed 7) 1st lysis, 0.63ng/ul"
GbS8784741,805,H1,33516,1,186,805_e1_f15_un8,805_e1_f15_un8,Anopheles_stephensi,0.58,"stephensi (unfed 8) 1st lysis, 0.58ng/ul"
GbS8784742,805,A2,33516,1,187,805_e1_f15_1d1,805_e1_f15_1d1,Anopheles_stephensi,0.97,"feed 15 - 24h 1 - 1st lysis, 0.97ng/ul"
GbS8784743,805,B2,33516,1,188,805_e1_f15_1d2,805_e1_f15_1d2,Anopheles_stephensi,1.51,"feed 15 - 24h 2 - 1st lysis, 1.51ng/ul"
GbS8784744,805,C2,33516,1,189,805_e1_f15_1d3,805_e1_f15_1d3,Anopheles_stephensi,1.03,"feed 15 - 24h 3 - 1st lysis, 1.03ng/ul"
GbS8784745,805,D2,33516,1,190,805_e1_f15_1d4,805_e1_f15_1d4,Anopheles_stephensi,1.06,"feed 15 - 24h 4 - 1st lysis, 1.06ng/ul"
GbS8784746,805,E2,33516,1,191,805_e1_f15_1d5,805_e1_f15_1d5,Anopheles_stephensi,1.04,"feed 15 - 24h 5 - 1st lysis, 1.04ng/ul"
GbS8784747,805,F2,33516,1,192,805_e1_f15_1d6,805_e1_f15_1d6,Anopheles_stephensi,0.9,"feed 15 - 24h 6 - 1st lysis, 0.90ng/ul"
GbS8784748,805,G2,33516,1,193,805_e1_f15_1d7,805_e1_f15_1d7,Anopheles_stephensi,1.07,"feed 15 - 24h 7 - 1st lysis, 1.07ng/ul"
GbS8784749,805,H2,33516,1,194,805_e1_f15_1d8,805_e1_f15_1d8,Anopheles_stephensi,0.47,"feed 15 - 24h 8 - 1st lysis, 0.47ng/ul"
GbS8784750,805,A3,33516,1,195,805_e1_f15_1d9,805_e1_f15_1d9,Anopheles_stephensi,0.88,"feed 15 - 24h 9 - 1st lysis, 0.88ng/ul"
GbS8784751,805,B3,33516,1,196,805_e1_f15_1d10,805_e1_f15_1d10,Anopheles_stephensi,0.95,"feed 15 - 24h 10 - 1st lysis, 0.95ng/ul"
GbS8784752,805,C3,33516,1,197,805_e1_f15_1d11,805_e1_f15_1d11,Anopheles_stephensi,0.52,"feed 15 - 24h 11 - 1st lysis, 0.52ng/ul"
GbS8784753,805,D3,33516,1,198,805_e1_f15_1d12,805_e1_f15_1d12,Anopheles_stephensi,0.85,"feed 15 - 24h 12 - 1st lysis, 0.85ng/ul"
GbS8784754,805,E3,33516,1,199,805_e1_f15_1d13,805_e1_f15_1d13,Anopheles_stephensi,0.54,"feed 15 - 24h 13 - 1st lysis, 0.54ng/ul"
GbS8784755,805,F3,33516,1,200,805_e1_f15_1d14,805_e1_f15_1d14,Anopheles_stephensi,0.65,"feed 15 - 24h 14 - 1st lysis, 0.65ng/ul"
GbS8784756,805,G3,33516,1,201,805_e1_f15_1d15,805_e1_f15_1d15,Anopheles_stephensi,0.9,"feed 15 - 24h 15 - 1st lysis, 0.90ng/ul"
GbS8784757,805,H3,33516,1,202,805_e1_f15_1d16,805_e1_f15_1d16,Anopheles_stephensi,1.06,"feed 15 - 24h 16 - 1st lysis, 1.06ng/ul"
GbS8784758,805,A4,33516,1,203,805_e1_f15_8d1,805_e1_f15_8d1,Anopheles_stephensi,0.47,"feed 15 - D8 1 - 1st lysis, 0.47ng/ul"
GbS8784759,805,B4,33516,1,204,805_e1_f15_8d2,805_e1_f15_8d2,Anopheles_stephensi,1.02,"feed 15 - D8 2 - 1st lysis, 1.02ng/ul"
GbS8784760,805,C4,33516,1,205,805_e1_f15_8d3,805_e1_f15_8d3,Anopheles_stephensi,0.56,"feed 15 - D8 3 - 1st lysis, 0.56ng/ul"
GbS8784761,805,D4,33516,1,206,805_e1_f15_8d4,805_e1_f15_8d4,Anopheles_stephensi,1.03,"feed 15 - D8 4 - 1st lysis, 1.03ng/ul"
GbS8784762,805,E4,33516,1,207,805_e1_f15_8d5,805_e1_f15_8d5,Anopheles_stephensi,0.77,"feed 15 - D8 5 - 1st lysis, 0.77ng/ul"
GbS8784763,805,F4,33516,1,208,805_e1_f15_8d6,805_e1_f15_8d6,Anopheles_stephensi,0.7,"feed 15 - D8 6 - 1st lysis, 0.70ng/ul"
GbS8784764,805,G4,33516,1,209,805_e1_f15_8d7,805_e1_f15_8d7,Anopheles_stephensi,0.68,"feed 15 - D8 7 - 1st lysis, 0.68ng/ul"
GbS8784765,805,H4,33516,1,210,805_e1_f15_8d8,805_e1_f15_8d8,Anopheles_stephensi,0.98,"feed 15 - D8 8 - 1st lysis, 0.98ng/ul"
GbS8784766,805,A5,33516,1,211,805_e1_f15_8d9,805_e1_f15_8d9,Anopheles_stephensi,1.33,"feed 15 - D8 9 - 1st lysis, 1.33ng/ul"
GbS8784767,805,B5,33516,1,212,805_e1_f15_8d10,805_e1_f15_8d10,Anopheles_stephensi,1.04,"feed 15 - D8 10 - 1st lysis, 1.04ng/ul"
GbS8784768,805,C5,33516,1,213,805_e1_f15_8d11,805_e1_f15_8d11,Anopheles_stephensi,0.76,"feed 15 - D8 11 - 1st lysis, 0.76ng/ul"
GbS8784769,805,D5,33516,1,214,805_e1_f15_8d12,805_e1_f15_8d12,Anopheles_stephensi,0.76,"feed 15 - D8 12 - 1st lysis, 0.76ng/ul"
GbS8784770,805,E5,33516,1,215,805_e1_f15_8d13,805_e1_f15_8d13,Anopheles_stephensi,0.69,"feed 15 - D8 13 - 1st lysis, 0.69ng/ul"
GbS8784771,805,F5,33516,1,216,805_e1_f15_8d14,805_e1_f15_8d14,Anopheles_stephensi,1.05,"feed 15 - D8 14 - 1st lysis, 1.05ng/ul"
GbS8784772,805,G5,33516,1,217,805_e1_f15_8d15,805_e1_f15_8d15,Anopheles_stephensi,0.77,"feed 15 - D8 15 - 1st lysis, 0.77ng/ul"
GbS8784773,805,H5,33516,1,218,805_e1_f15_8d16,805_e1_f15_8d16,Anopheles_stephensi,0.98,"feed 15 - D8 16 - 1st lysis, 0.98ng/ul"
GbS8784774,805,A6,33516,1,219,805_e1_f15_13d1,805_e1_f15_13d1,Anopheles_stephensi,0.71,"feed 15 - D13 1 - 1st lysis, 0.71ng/ul"
GbS8784775,805,B6,33516,1,220,805_e1_f15_13d2,805_e1_f15_13d2,Anopheles_stephensi,0.72,"feed 15 - D13 2 - 1st lysis, 0.72ng/ul"
GbS8784776,805,C6,33516,1,221,805_e1_f15_13d3,805_e1_f15_13d3,Anopheles_stephensi,0.7,"feed 15 - D13 3 - 1st lysis, 0.70ng/ul"
GbS8784777,805,D6,33516,1,222,805_e1_f15_13d4,805_e1_f15_13d4,Anopheles_stephensi,0.54,"feed 15 - D13 4 - 1st lysis, 0.54ng/ul"
GbS8784778,805,E6,33516,1,223,805_e1_f15_13d5,805_e1_f15_13d5,Anopheles_stephensi,0.5,"feed 15 - D13 5 - 1st lysis, 0.50ng/ul"
GbS8784779,805,F6,33516,1,224,805_e1_f15_13d6,805_e1_f15_13d6,Anopheles_stephensi,0.53,"feed 15 - D13 6 - 1st lysis, 0.53ng/ul"
GbS8784780,805,G6,33516,1,225,805_e1_f15_13d7,805_e1_f15_13d7,Anopheles_stephensi,0.85,"feed 15 - D13 7 - 1st lysis, 0.85ng/ul"
GbS8784781,805,H6,33516,1,226,805_e1_f15_13d8,805_e1_f15_13d8,Anopheles_stephensi,0.88,"feed 15 - D13 8 - 1st lysis, 0.88ng/ul"
GbS8784782,805,A7,33516,1,227,805_e1_f15_14d1,805_e1_f15_14d1,Anopheles_stephensi,0.67,"feed 15 - D14 1 - 1st lysis, 0.67ng/ul"
GbS8784783,805,B7,33516,1,228,805_e1_f15_14d2,805_e1_f15_14d2,Anopheles_stephensi,0.79,"feed 15 - D14 2 - 1st lysis, 0.79ng/ul"
GbS8784784,805,C7,33516,1,229,805_e1_f15_14d3,805_e1_f15_14d3,Anopheles_stephensi,0.82,"feed 15 - D14 3 - 1st lysis, 0.82ng/ul"
GbS8784785,805,D7,33516,1,230,805_e1_f15_14d4,805_e1_f15_14d4,Anopheles_stephensi,0.92,"feed 15 - D14 4 - 1st lysis, 0.92ng/ul"
GbS8784786,805,E7,33516,1,231,805_e1_f15_14d5,805_e1_f15_14d5,Anopheles_stephensi,0.72,"feed 15 - D14 5 - 1st lysis, 0.72ng/ul"
GbS8784787,805,F7,33516,1,232,805_e1_f15_14d6,805_e1_f15_14d6,Anopheles_stephensi,0.63,"feed 15 - D14 6 - 1st lysis, 0.63ng/ul"
GbS8784788,805,G7,33516,1,233,805_e1_f15_14d7,805_e1_f15_14d7,Anopheles_stephensi,0.44,"feed 15 - D14 7 - 1st lysis, 0.44ng/ul"
GbS8784789,805,H7,33516,1,234,805_e1_f15_14d8,805_e1_f15_14d8,Anopheles_stephensi,0.62,"feed 15 - D14 8 - 1st lysis, 0.62ng/ul"
GbS8784790,805,A8,33516,1,235,805_e1_blank,805_e1_blank,blank_sample,0,blank
GbS8784791,805,A9,33516,1,236,805_e1_f16_1d1,805_e1_f16_1d1,Anopheles_stephensi,0.71,"feed 16 - 24h 1 - 1st lysis, 0.71ng/ul"
GbS8784792,805,B9,33516,1,237,805_e1_f16_1d2,805_e1_f16_1d2,Anopheles_stephensi,1.32,"feed 16 - 24h 2 - 1st lysis, 1.32ng/ul"
GbS8784793,805,C9,33516,1,238,805_e1_f16_1d3,805_e1_f16_1d3,Anopheles_stephensi,1.21,"feed 16 - 24h 3 - 1st lysis, 1.21ng/ul"
GbS8784794,805,D9,33516,1,239,805_e1_f16_1d4,805_e1_f16_1d4,Anopheles_stephensi,1.06,"feed 16 - 24h 4 - 1st lysis, 1.06ng/ul"
GbS8784795,805,E9,33516,1,240,805_e1_f16_1d5,805_e1_f16_1d5,Anopheles_stephensi,0.72,"feed 16 - 24h 5 - 1st lysis, 0.72ng/ul"
GbS8784796,805,F9,33516,1,241,805_e1_f16_1d6,805_e1_f16_1d6,Anopheles_stephensi,1.29,"feed 16 - 24h 6 - 1st lysis, 1.29ng/ul"
GbS8784797,805,G9,33516,1,242,805_e1_f16_1d7,805_e1_f16_1d7,Anopheles_stephensi,0.75,"feed 16 - 24h 7 - 1st lysis, 0.75ng/ul"
GbS8784798,805,H9,33516,1,243,805_e1_f16_1d8,805_e1_f16_1d8,Anopheles_stephensi,0.99,"feed 16 - 24h 8 - 1st lysis, 0.99ng/ul"
GbS8784799,805,A10,33516,1,244,805_e1_f16_1d9,805_e1_f16_1d9,Anopheles_stephensi,1.03,"feed 16 - 24h 9 - 1st lysis, 1.03ng/ul"
GbS8784800,805,B10,33516,1,245,805_e1_f16_1d10,805_e1_f16_1d10,Anopheles_stephensi,1.4,"feed 16 - 24h 10 - 1st lysis, 1.40ng/ul"
GbS8784801,805,C10,33516,1,246,805_e1_f16_1d11,805_e1_f16_1d11,Anopheles_stephensi,1.29,"feed 16 - 24h 11 - 1st lysis, 1.29ng/ul"
GbS8784802,805,D10,33516,1,247,805_e1_f16_1d12,805_e1_f16_1d12,Anopheles_stephensi,1.65,"feed 16 - 24h 12 - 1st lysis, 1.65ng/ul"
GbS8784803,805,E10,33516,1,248,805_e1_f16_1d13,805_e1_f16_1d13,Anopheles_stephensi,1.52,"feed 16 - 24h 13 - 1st lysis, 1.52ng/ul"
GbS8784804,805,F10,33516,1,249,805_e1_f16_1d14,805_e1_f16_1d14,Anopheles_stephensi,1.51,"feed 16 - 24h 14 - 1st lysis, 1.51ng/ul"
GbS8784805,805,G10,33516,1,250,805_e1_f16_1d15,805_e1_f16_1d15,Anopheles_stephensi,1.81,"feed 16 - 24h 15 - 1st lysis, 1.81ng/ul"
GbS8784806,805,H10,33516,1,251,805_e1_f16_1d16,805_e1_f16_1d16,Anopheles_stephensi,1.49,"feed 16 - 24h 16 - 1st lysis, 1.49ng/ul"
GbS8784807,805,A11,33516,1,252,805_e1_f16_9d1,805_e1_f16_9d1,Anopheles_stephensi,0.52,"feed 16 - D9 1 - 1st lysis, 0.52ng/ul"
GbS8784808,805,B11,33516,1,253,805_e1_f16_9d2,805_e1_f16_9d2,Anopheles_stephensi,1.07,"feed 16 - D9 2 - 1st lysis, 1.07ng/ul"
GbS8784809,805,C11,33516,1,254,805_e1_f16_9d3,805_e1_f16_9d3,Anopheles_stephensi,0.83,"feed 16 - D9 3 - 1st lysis, 0.83ng/ul"
GbS8784810,805,D11,33516,1,255,805_e1_f16_9d4,805_e1_f16_9d4,Anopheles_stephensi,0.73,"feed 16 - D9 4 - 1st lysis, 0.73ng/ul"
GbS8784811,805,E11,33516,1,256,805_e1_f16_9d5,805_e1_f16_9d5,Anopheles_stephensi,0.99,"feed 16 - D9 5 - 1st lysis, 0.99ng/ul"
GbS8784812,805,F11,33516,1,257,805_e1_f16_9d6,805_e1_f16_9d6,Anopheles_stephensi,0.47,"feed 16 - D9 6 - 1st lysis, 0.47ng/ul"
GbS8784813,805,G11,33516,1,258,805_e1_f16_9d7,805_e1_f16_9d7,Anopheles_stephensi,0.65,"feed 16 - D9 7 - 1st lysis, 0.65ng/ul"
GbS8784814,805,H11,33516,1,259,805_e1_f16_9d8,805_e1_f16_9d8,Anopheles_stephensi,0.69,"feed 16 - D9 8 - 1st lysis, 0.69ng/ul"
GbS8784815,805,A12,33516,1,260,805_e1_f16_9d9,805_e1_f16_9d9,Anopheles_stephensi,0.95,"feed 16 - D9 9 - 1st lysis, 0.95ng/ul"
GbS8784816,805,B12,33516,1,261,805_e1_f16_9d10,805_e1_f16_9d10,Anopheles_stephensi,0.76,"feed 16 - D9 10 - 1st lysis, 0.76ng/ul"
GbS8784817,805,C12,33516,1,262,805_e1_f16_9d11,805_e1_f16_9d11,Anopheles_stephensi,0.56,"feed 16 - D9 11 - 1st lysis, 0.56ng/ul"
GbS8784818,805,D12,33516,1,263,805_e1_f16_9d12,805_e1_f16_9d12,Anopheles_stephensi,0.66,"feed 16 - D9 12 - 1st lysis, 0.66ng/ul"
GbS8784819,805,E12,33516,1,264,805_e1_f16_9d13,805_e1_f16_9d13,Anopheles_stephensi,0.94,"feed 16 - D9 13 - 1st lysis, 0.94ng/ul"
GbS8784820,805,F12,33516,1,265,805_e1_f16_9d14,805_e1_f16_9d14,Anopheles_stephensi,1.03,"feed 16 - D9 14 - 1st lysis, 1.03ng/ul"
GbS8784821,805,G12,33516,1,266,805_e1_f16_9d15,805_e1_f16_9d15,Anopheles_stephensi,1.01,"feed 16 - D9 15 - 1st lysis, 1.01ng/ul"
GbS8784822,805,H12,33516,1,267,805_e1_f16_9d16,805_e1_f16_9d16,Anopheles_stephensi,0.57,"feed 16 - D9 16 - 1st lysis, 0.57ng/ul"
GbS8784823,805,A1,33516,1,268,805_e2_f15_un1,805_e2_f15_un1,Anopheles_stephensi,0.73,"stephensi (unfed 1) 2nd lysis, 0.73ng/ul"
GbS8784824,805,B1,33516,1,269,805_e2_f15_un2,805_e2_f15_un2,Anopheles_stephensi,0.56,"stephensi (unfed 2) 2nd lysis, 0.56ng/ul"
GbS8784825,805,C1,33516,1,270,805_e2_f15_un3,805_e2_f15_un3,Anopheles_stephensi,0.73,"stephensi (unfed 3) 2nd lysis, 0.73ng/ul"
GbS8784826,805,D1,33516,1,271,805_e2_f15_un4,805_e2_f15_un4,Anopheles_stephensi,0.61,"stephensi (unfed 4) 2nd lysis, 0.61ng/ul"
GbS8784827,805,E1,33516,1,272,805_e2_f15_un5,805_e2_f15_un5,Anopheles_stephensi,0.58,"stephensi (unfed 5) 2nd lysis, 0.58ng/ul"
GbS8784828,805,F1,33516,1,273,805_e2_f15_un6,805_e2_f15_un6,Anopheles_stephensi,0.41,"stephensi (unfed 6) 2nd lysis, 0.41ng/ul"
GbS8784829,805,G1,33516,1,274,805_e2_f15_un7,805_e2_f15_un7,Anopheles_stephensi,0.4,"stephensi (unfed 7) 2nd lysis, 0.40ng/ul"
GbS8784830,805,H1,33516,1,275,805_e2_f15_un8,805_e2_f15_un8,Anopheles_stephensi,0.44,"stephensi (unfed 8) 2nd lysis, 0.44ng/ul"
GbS8784831,805,A2,33516,1,276,805_e2_f15_1d1,805_e2_f15_1d1,Anopheles_stephensi,0.35,"feed 15 - 24h 1 - 2nd lysis, 0.35ng/ul"
GbS8784832,805,B2,33516,1,277,805_e2_f15_1d2,805_e2_f15_1d2,Anopheles_stephensi,0.41,"feed 15 - 24h 2 - 2nd lysis, 0.41ng/ul"
GbS8784833,805,C2,33516,1,278,805_e2_f15_1d3,805_e2_f15_1d3,Anopheles_stephensi,0.23,"feed 15 - 24h 3 - 2nd lysis, 0.23ng/ul"
GbS8784834,805,D2,33516,1,279,805_e2_f15_1d4,805_e2_f15_1d4,Anopheles_stephensi,0.38,"feed 15 - 24h 4 - 2nd lysis, 0.38ng/ul"
GbS8784835,805,E2,33516,1,280,805_e2_f15_1d5,805_e2_f15_1d5,Anopheles_stephensi,0.4,"feed 15 - 24h 5 - 2nd lysis, 0.40ng/ul"
GbS8784836,805,F2,33516,1,281,805_e2_f15_1d6,805_e2_f15_1d6,Anopheles_stephensi,0.18,"feed 15 - 24h 6 - 2nd lysis, 0.18ng/ul"
GbS8784837,805,G2,33516,1,282,805_e2_f15_1d7,805_e2_f15_1d7,Anopheles_stephensi,0.41,"feed 15 - 24h 7 - 2nd lysis, 0.41ng/ul"
GbS8784838,805,H2,33516,1,283,805_e2_f15_1d8,805_e2_f15_1d8,Anopheles_stephensi,0.47,"feed 15 - 24h 8 - 2nd lysis, 0.47ng/ul"
GbS8784839,805,A3,33516,1,284,805_e2_f15_1d9,805_e2_f15_1d9,Anopheles_stephensi,0.19,"feed 15 - 24h 9 - 2nd lysis, 0.19ng/ul"
GbS8784840,805,B3,33516,1,285,805_e2_f15_1d10,805_e2_f15_1d10,Anopheles_stephensi,0.27,"feed 15 - 24h 10 - 2nd lysis, 0.27ng/ul"
GbS8784841,805,C3,33516,1,286,805_e2_f15_1d11,805_e2_f15_1d11,Anopheles_stephensi,0.39,"feed 15 - 24h 11 - 2nd lysis, 0.39ng/ul"
GbS8784842,805,D3,33516,1,287,805_e2_f15_1d12,805_e2_f15_1d12,Anopheles_stephensi,0.46,"feed 15 - 24h 12 - 2nd lysis, 0.46ng/ul"
GbS8784843,805,E3,33516,1,288,805_e2_f15_1d13,805_e2_f15_1d13,Anopheles_stephensi,0.43,"feed 15 - 24h 13 - 2nd lysis, 0.43ng/ul"
GbS8784844,805,F3,33516,1,289,805_e2_f15_1d14,805_e2_f15_1d14,Anopheles_stephensi,0.2,"feed 15 - 24h 14 - 2nd lysis, 0.20ng/ul"
GbS8784845,805,G3,33516,1,290,805_e2_f15_1d15,805_e2_f15_1d15,Anopheles_stephensi,0.39,"feed 15 - 24h 15 - 2nd lysis, 0.39ng/ul"
GbS8784846,805,H3,33516,1,291,805_e2_f15_1d16,805_e2_f15_1d16,Anopheles_stephensi,0.27,"feed 15 - 24h 16 - 2nd lysis, 0.27ng/ul"
GbS8784847,805,A4,33516,1,292,805_e2_f15_8d1,805_e2_f15_8d1,Anopheles_stephensi,0.59,"feed 15 - D8 1 - 2nd lysis, 0.59ng/ul"
GbS8784848,805,B4,33516,1,293,805_e2_f15_8d2,805_e2_f15_8d2,Anopheles_stephensi,0.33,"feed 15 - D8 2 - 2nd lysis, 0.33ng/ul"
GbS8784849,805,C4,33516,1,294,805_e2_f15_8d3,805_e2_f15_8d3,Anopheles_stephensi,0.48,"feed 15 - D8 3 - 2nd lysis, 0.48ng/ul"
GbS8784850,805,D4,33516,1,295,805_e2_f15_8d4,805_e2_f15_8d4,Anopheles_stephensi,0.48,"feed 15 - D8 4 - 2nd lysis, 0.48ng/ul"
GbS8784851,805,E4,33516,1,296,805_e2_f15_8d5,805_e2_f15_8d5,Anopheles_stephensi,0.29,"feed 15 - D8 5 - 2nd lysis, 0.29ng/ul"
GbS8784852,805,F4,33516,1,297,805_e2_f15_8d6,805_e2_f15_8d6,Anopheles_stephensi,0.51,"feed 15 - D8 6 - 2nd lysis, 0.51ng/ul"
GbS8784853,805,G4,33516,1,298,805_e2_f15_8d7,805_e2_f15_8d7,Anopheles_stephensi,0.52,"feed 15 - D8 7 - 2nd lysis, 0.52ng/ul"
GbS8784854,805,H4,33516,1,299,805_e2_f15_8d8,805_e2_f15_8d8,Anopheles_stephensi,0.27,"feed 15 - D8 8 - 2nd lysis, 0.27ng/ul"
GbS8784855,805,A5,33516,1,300,805_e2_f15_8d9,805_e2_f15_8d9,Anopheles_stephensi,0.42,"feed 15 - D8 9 - 2nd lysis, 0.42ng/ul"
GbS8784856,805,B5,33516,1,301,805_e2_f15_8d10,805_e2_f15_8d10,Anopheles_stephensi,0.39,"feed 15 - D8 10 - 2nd lysis, 0.39ng/ul"
GbS8784857,805,C5,33516,1,302,805_e2_f15_8d11,805_e2_f15_8d11,Anopheles_stephensi,0.57,"feed 15 - D8 11 - 2nd lysis, 0.57ng/ul"
GbS8784858,805,D5,33516,1,303,805_e2_f15_8d12,805_e2_f15_8d12,Anopheles_stephensi,0.64,"feed 15 - D8 12 - 2nd lysis, 0.64ng/ul"
GbS8784859,805,E5,33516,1,304,805_e2_f15_8d13,805_e2_f15_8d13,Anopheles_stephensi,0.39,"feed 15 - D8 13 - 2nd lysis, 0.39ng/ul"
GbS8784860,805,F5,33516,1,305,805_e2_f15_8d14,805_e2_f15_8d14,Anopheles_stephensi,0.33,"feed 15 - D8 14 - 2nd lysis, 0.33ng/ul"
GbS8784861,805,G5,33516,1,306,805_e2_f15_8d15,805_e2_f15_8d15,Anopheles_stephensi,0.37,"feed 15 - D8 15 - 2nd lysis, 0.37ng/ul"
